Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2019-06-01,32.6,21,S/D,0.0
2019-06-02,33.4,19.8,S/D,5.6
2019-06-03,32,20.2,S/D,0.0
2019-06-04,30.6,19.4,S/D,0.0
2019-06-05,32.6,18.8,S/D,0.0
2019-06-06,32.2,20.6,S/D,0.0
2019-06-07,32.4,20.4,S/D,0.0
2019-06-08,31.4,19.6,S/D,0.0
2019-06-09,30.8,18.8,S/D,2.6
2019-06-10,32.8,20.8,S/D,0.0
2019-06-11,33.6,21.4,S/D,0.0
2019-06-12,33.4,20.4,S/D,0.0
2019-06-13,34,21.6,S/D,0.0
2019-06-14,34.4,21,S/D,0.0
2019-06-15,34.2,22.6,S/D,0.0
2019-06-16,32,20.6,S/D,52.4
2019-06-17,29.6,19.6,S/D,30.2
2019-06-18,34.2,21,S/D,0.0
2019-06-19,33.6,18.8,S/D,0.0
2019-06-20,35.2,20,S/D,0.0
2019-06-21,35.2,19.6,S/D,0.0
2019-06-22,35,21.6,S/D,0.0
2019-06-23,35.4,21.6,S/D,0.0
2019-06-24,34.4,21,S/D,0.0
2019-06-25,33.2,20.8,S/D,0.0
2019-06-26,33.8,19.6,S/D,0.0
2019-06-27,33.8,20.6,S/D,0.0
2019-06-28,33.4,18.6,S/D,0.0
2019-06-29,32.6,21,S/D,0.0
2019-06-30,33.6,20.6,S/D,0.0
2019-07-01,33.6,20.6,S/D,0.0
