Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2019-01-01,33.8,18.6,S/D,0.0
2019-01-02,32.6,20,S/D,0.0
2019-01-03,33,19.6,S/D,0.0
2019-01-04,34,20.2,S/D,0.0
2019-01-05,33.8,21,S/D,0.0
2019-01-06,32.6,20.4,S/D,3.0
2019-01-07,30,18,S/D,30.6
2019-01-08,29.6,18.2,S/D,72.3
2019-01-09,33.4,19.2,S/D,0.0
2019-01-10,33,18.6,S/D,12.5
2019-01-11,27,20.2,S/D,80.5
2019-01-12,29.8,22.4,S/D,0.0
2019-01-13,30.8,19.6,S/D,0.0
2019-01-14,31.6,21.4,S/D,0.0
2019-01-15,33,20.4,S/D,0.0
2019-01-16,34.4,19.6,S/D,0.0
2019-01-17,31.8,19.8,S/D,36.0
2019-01-18,29.6,18.6,S/D,15.4
2019-01-19,32.6,20.6,S/D,0.0
2019-01-20,29.8,19.6,S/D,10.8
2019-01-21,31.6,18.6,S/D,0.0
2019-01-22,29.6,17.6,S/D,10.2
2019-01-23,30.4,19.6,S/D,12.4
2019-01-24,33.6,20.4,S/D,0.0
2019-01-25,31.4,19.4,S/D,12.6
2019-01-26,33.8,21.4,S/D,0.0
2019-01-27,34,19.4,S/D,17.6
2019-01-28,29.6,18.6,S/D,27.4
2019-01-29,30.4,20,S/D,20.4
2019-01-30,29.6,19.6,S/D,47.2
2019-01-31,29.4,19.4,S/D,35.2
2019-02-01,31.4,19.6,S/D,29.1
