Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2018-12-01,34.4,21,S/D,0.0
2018-12-02,32.6,20.2,S/D,0.0
2018-12-03,29.6,18.4,S/D,0.0
2018-12-04,31.2,19.4,S/D,0.0
2018-12-05,32.6,20.4,S/D,0.0
2018-12-06,30.4,21.6,S/D,0.0
2018-12-07,32.4,20.2,S/D,4.2
2018-12-08,31.6,18.6,S/D,0.0
2018-12-09,29.6,18.2,S/D,0.0
2018-12-10,29.8,19,S/D,0.0
2018-12-11,30.6,20.6,S/D,0.0
2018-12-12,31.2,21,S/D,0.0
2018-12-13,30.4,18.6,S/D,0.0
2018-12-14,32.2,21.2,S/D,0.0
2018-12-15,31,19.6,S/D,5.6
2018-12-16,30.4,20.4,S/D,0.0
2018-12-17,32.2,19.8,S/D,1.6
2018-12-18,33.4,18.6,S/D,16.4
2018-12-19,32.6,19.4,S/D,0.0
2018-12-20,33.6,21.4,S/D,0.0
2018-12-21,33.8,20.2,S/D,0.0
2018-12-22,32.8,19.6,S/D,0.0
2018-12-23,32.6,18.6,S/D,0.0
2018-12-24,31.4,19,S/D,0.0
2018-12-25,33.4,18.4,S/D,0.0
2018-12-26,35.6,20.8,S/D,0.0
2018-12-27,34.8,19.6,S/D,0.0
2018-12-28,35.2,21.8,S/D,0.0
2018-12-29,32.6,19.8,S/D,0.0
2018-12-30,35.4,19,S/D,0.0
2018-12-31,34.4,18,S/D,0.0
2019-01-01,33.8,18.6,S/D,0.0
