Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2022-09-01,23.4,5.6,70.0,0.4
2022-09-02,22.8,6,72.8,0.0
2022-09-03,20,6.8,74.1,0.0
2022-09-04,15.4,7.2,85.8,0.8
2022-09-05,19.2,7.4,78.9,0.0
2022-09-06,18,7.8,67.9,0.0
2022-09-07,21.8,6.8,68.4,0.0
2022-09-08,22,7,66.3,0.0
2022-09-09,21,8,69.9,0.0
2022-09-10,18,7.8,81.6,0.0
2022-09-11,18.8,7.4,78.1,0.0
2022-09-12,22.8,8,74.6,1.3
2022-09-13,22,8,75.8,3.6
2022-09-14,21.8,7,75.8,0.0
2022-09-15,18,7.6,88.7,9.5
2022-09-16,18,8,86.9,6.4
2022-09-17,21,9,81.6,0.7
2022-09-18,22,9,74.8,0.0
2022-09-19,22.2,8.8,70.8,0.0
2022-09-20,22.4,8,69.6,0.0
2022-09-21,23,8.6,69.3,0.0
2022-09-22,24.6,8.8,67.0,0.0
2022-09-23,21.4,9,70.2,2.5
2022-09-24,18,9,78.3,0.5
2022-09-25,21.6,8.4,79.5,1.5
2022-09-26,21,8,85.9,8.0
2022-09-27,22,8.6,72.8,0.0
2022-09-28,24,9,69.0,0.0
2022-09-29,23.2,9.8,66.8,2.1
2022-09-30,16.8,10,93.9,16.0
2022-10-01,17.4,9.8,81.1,0.0
