Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2022-11-01,21.8,7,76.3,12.5
2022-11-02,16.2,8.2,87.8,0.0
2022-11-03,17.2,6.4,78.1,0.0
2022-11-04,21.8,6.2,75.0,0.0
2022-11-05,22.2,5.4,74.2,0.0
2022-11-06,22,5.8,72.6,0.0
2022-11-07,21.6,5.8,76.6,0.0
2022-11-08,22.4,6.4,76.2,0.0
2022-11-09,21.2,4.8,79.2,0.0
2022-11-10,20,4,82.3,0.0
2022-11-11,21.6,5.4,78.5,0.0
2022-11-12,25.2,5,68.1,0.0
2022-11-13,25,5.4,63.4,0.0
2022-11-14,18.4,4,87.0,6.3
2022-11-15,21.2,6.4,80.2,0.0
2022-11-16,18,4.2,88.8,4.2
2022-11-17,17.8,4.4,84.9,0.7
2022-11-18,20.6,4.8,71.8,0.0
2022-11-19,20.8,5.2,68.8,0.0
2022-11-20,21.6,5.8,73.6,0.0
2022-11-21,21.8,5.6,84.6,0.5
2022-11-22,23.6,6.2,75.1,0.0
2022-11-23,22.4,4.8,73.3,0.0
2022-11-24,18.4,5.2,82.9,3.4
2022-11-25,20.2,5.4,74.6,0.0
2022-11-26,20.6,5.8,66.5,0.0
2022-11-27,18.6,4,65.4,0.0
2022-11-28,22.2,4.4,58.1,0.0
2022-11-29,25.2,4.6,64.8,0.0
2022-11-30,24.8,5.2,64.1,0.0
2022-12-01,25,5.2,52.0,0.0
