Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2023-09-01,4.280,4.250,4.220,4.180
2023-09-02,4.040,3.960,3.900,3.840
2023-09-03,3.580,3.640,3.600,3.560
2023-09-04,3.440,3.420,3.400,3.380
2023-09-05,3.280,3.270,3.260,3.250
2023-09-06,3.240,3.240,3.240,3.240
2023-09-07,3.220,3.220,3.220,3.220
2023-09-08,3.180,3.170,3.160,3.150
2023-09-09,3.120,3.080,3.040,2.980
2023-09-10,2.940,2.930,2.920,2.910
2023-09-11,2.900,2.880,2.860,2.840
2023-09-12,2.800,2.790,2.780,2.770
2023-09-13,2.700,2.690,2.680,2.670
2023-09-14,2.640,2.640,2.640,2.640
2023-09-15,2.760,2.780,2.800,2.820
2023-09-16,2.900,2.920,2.940,2.960
2023-09-17,3.040,3.060,3.080,3.100
2023-09-18,3.100,3.100,3.100,3.100
2023-09-19,3.140,3.160,3.180,3.200
2023-09-20,3.240,3.260,3.280,3.300
2023-09-21,3.420,3.460,3.500,3.540
2023-09-22,3.600,3.620,3.640,3.660
2023-09-23,3.620,3.600,3.580,3.560
2023-09-24,3.500,3.480,3.460,3.440
2023-09-25,3.400,3.400,3.400,3.400
2023-09-26,3.380,3.380,3.380,3.380
2023-09-27,3.380,3.370,3.360,3.350
2023-09-28,3.320,3.340,3.360,3.380
2023-09-29,3.420,3.420,3.420,3.420
2023-09-30,3.360,3.340,3.320,3.300
