Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2021-10-01,7.030,7.010,6.990,6.950
2021-10-02,6.930,6.920,6.900,6.890
2021-10-03,6.650,6.600,6.550,6.500
2021-10-04,6.410,6.360,6.340,6.310
2021-10-05,6.270,6.200,6.190,6.170
2021-10-06,6.150,6.150,6.140,6.140
2021-10-07,6.160,6.150,6.160,6.170
2021-10-08,6.190,6.200,6.200,6.200
2021-10-09,6.210,6.210,6.220,6.230
2021-10-10,6.230,6.230,6.230,6.230
2021-10-11,6.240,6.240,6.230,6.220
2021-10-12,6.200,6.200,6.200,6.200
2021-10-13,6.180,6.170,6.160,6.140
2021-10-14,6.130,6.080,6.050,6.010
2021-10-15,5.950,5.900,5.880,5.870
2021-10-16,5.860,5.900,5.830,5.820
2021-10-17,5.850,5.850,5.880,5.900
2021-10-18,5.960,5.850,5.870,5.870
2021-10-19,5.860,5.860,5.860,5.860
2021-10-20,5.810,5.790,5.770,5.750
2021-10-21,5.730,5.700,5.690,5.650
2021-10-22,5.620,5.610,5.600,5.620
2021-10-23,5.650,5.690,5.730,5.750
2021-10-24,5.830,5.920,5.990,6.050
2021-10-25,6.100,6.110,6.130,6.150
2021-10-26,6.180,6.180,6.180,6.180
2021-10-27,6.230,6.300,6.440,6.520
2021-10-28,6.890,6.900,6.950,6.990
2021-10-29,7.010,7.030,7.050,7.090
2021-10-30,7.130,7.170,7.170,7.170
2021-10-31,7.180,7.190,7.200,7.210
