Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2024-07-01,7.170,7.180,7.190,7.200
2024-07-02,7.240,7.250,7.220,7.210
2024-07-03,7.180,7.180,7.180,7.180
2024-07-04,7.180,7.190,7.200,7.200
2024-07-05,7.200,7.200,7.200,7.190
2024-07-06,7.190,7.180,7.180,7.190
2024-07-07,7.160,7.160,7.160,7.160
2024-07-08,7.150,7.170,7.180,7.180
2024-07-09,7.180,7.140,7.160,7.160
2024-07-10,7.140,7.150,7.160,7.170
2024-07-11,7.180,7.160,7.140,7.120
2024-07-12,7.040,7.040,7.040,7.040
2024-07-13,7.040,7.020,6.980,6.960
2024-07-14,6.900,6.860,6.820,6.680
2024-07-15,6.560,6.560,6.560,6.560
2024-07-16,6.560,6.540,6.520,6.500
2024-07-17,6.440,6.420,6.400,6.380
2024-07-18,6.340,6.320,6.300,6.280
2024-07-19,6.240,6.200,6.160,6.120
2024-07-20,6.040,5.980,5.940,5.900
2024-07-21,5.820,5.780,5.740,5.700
2024-07-22,5.660,5.640,5.620,5.600
2024-07-23,5.540,5.520,5.500,5.480
2024-07-24,5.380,5.370,5.360,5.320
2024-07-25,5.320,5.300,5.280,5.280
2024-07-26,5.220,5.220,5.220,5.220
2024-07-27,5.180,5.160,5.140,5.120
2024-07-28,5.080,5.040,4.980,4.940
2024-07-29,4.760,4.720,4.680,4.640
2024-07-30,4.440,4.440,4.400,4.360
2024-07-31,3.960,3.900,3.860,3.820
