Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2022-02-01,5.860,5.820,5.760,5.700
2022-02-02,5.460,5.420,5.360,5.240
2022-02-03,5.040,4.920,4.820,4.760
2022-02-04,4.480,4.420,4.420,4.420
2022-02-05,4.280,4.120,4.080,4.080
2022-02-06,4.120,4.120,4.160,4.200
2022-02-07,4.300,4.340,4.400,4.460
2022-02-08,4.920,5.100,5.260,5.460
2022-02-09,5.800,5.900,6.080,6.180
2022-02-10,6.380,6.460,6.520,6.580
2022-02-11,6.600,6.660,6.680,6.680
2022-02-12,6.680,6.680,6.680,6.680
2022-02-13,6.690,6.690,6.700,6.720
2022-02-14,6.730,6.740,6.780,6.800
2022-02-15,6.840,6.860,6.880,6.900
2022-02-16,6.920,6.940,6.960,6.980
2022-02-17,7.010,7.020,7.020,7.020
2022-02-18,7.040,7.060,7.080,7.090
2022-02-19,7.090,7.110,7.120,7.130
2022-02-20,7.140,7.140,7.150,7.160
2022-02-21,7.160,7.160,7.160,7.160
2022-02-22,7.150,7.120,7.090,7.080
2022-02-23,7.040,7.020,6.980,6.960
2022-02-24,6.920,6.860,6.760,6.660
2022-02-25,6.520,6.460,6.400,6.360
2022-02-26,6.260,6.220,6.180,6.140
2022-02-27,6.100,6.080,6.040,6.000
2022-02-28,5.860,5.830,5.790,5.770
