Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2023-04-01,7.040,7.050,7.060,7.070
2023-04-02,7.100,7.100,7.100,7.100
2023-04-03,7.120,7.140,7.160,7.180
2023-04-04,7.240,7.250,7.260,7.270
2023-04-05,7.300,7.320,7.340,7.360
2023-04-06,7.420,7.440,7.460,7.480
2023-04-07,7.520,7.540,7.560,7.580
2023-04-08,7.620,7.640,7.660,7.680
2023-04-09,7.740,7.760,7.780,7.800
2023-04-10,7.860,7.880,7.900,7.920
2023-04-11,7.940,7.960,7.980,8.020
2023-04-12,8.040,8.040,8.040,8.040
2023-04-13,8.040,8.050,8.060,8.070
2023-04-14,8.100,8.110,8.120,8.130
2023-04-15,8.100,8.120,8.140,8.160
2023-04-16,8.200,8.200,8.210,8.220
2023-04-17,8.260,8.270,8.280,8.280
2023-04-18,8.280,8.280,8.270,8.260
2023-04-19,8.250,8.250,8.240,8.240
2023-04-20,8.220,8.240,8.260,8.280
2023-04-21,8.280,8.290,8.300,8.310
2023-04-22,8.310,8.310,8.310,8.310
2023-04-23,8.300,8.300,8.290,8.280
2023-04-24,8.270,8.270,8.260,8.260
2023-04-25,8.250,8.250,8.240,8.240
2023-04-26,8.220,8.220,8.210,8.200
2023-04-27,8.180,8.180,8.170,8.170
2023-04-28,8.150,8.150,8.150,8.140
2023-04-29,8.120,8.100,8.080,8.060
2023-04-30,8.020,8.010,7.980,7.970
