Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2026-03-01,9.180,9.160,9.140,9.110
2026-03-02,9.030,9.020,9.010,9.000
2026-03-03,8.890,8.860,8.830,8.800
2026-03-04,8.780,8.780,8.790,8.790
2026-03-05,8.840,8.870,8.930,8.930
2026-03-06,9.000,9.010,9.020,9.040
2026-03-07,9.100,9.090,9.070,9.050
2026-03-08,9.000,8.970,8.940,8.910
2026-03-09,8.740,8.680,8.610,8.540
2026-03-10,8.380,8.340,8.300,8.260
2026-03-11,8.180,8.150,8.110,8.070
2026-03-12,7.930,7.920,7.910,7.900
2026-03-13,7.890,7.940,8.000,8.050
2026-03-14,8.200,8.230,8.260,8.290
2026-03-15,8.370,8.370,8.380,8.390
2026-03-16,8.370,8.370,8.360,8.350
2026-03-17,8.340,8.340,8.340,8.350
2026-03-18,8.350,8.350,8.360,8.360
2026-03-19,8.390,8.400,8.410,8.420
2026-03-20,8.450,8.460,8.470,8.480
2026-03-21,8.540,8.560,8.580,8.610
2026-03-22,8.700,8.720,8.750,8.780
2026-03-23,8.840,8.840,8.850,8.850
2026-03-24,8.860,8.850,8.840,8.820
2026-03-25,8.750,8.740,8.710,8.680
2026-03-26,8.580,8.550,8.510,8.470
2026-03-27,8.340,8.310,8.270,8.230
2026-03-28,8.100,8.040,7.980,7.920
2026-03-29,7.840,7.810,7.780,7.750
2026-03-30,7.700,7.650,7.600,7.550
2026-03-31,7.400,7.350,7.340,7.320
