Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2025-06-05,12.710,12.700,12.690,12.680
2025-06-06,12.630,12.630,12.620,12.610
2025-06-07,12.580,12.580,12.570,12.560
2025-06-08,12.540,12.530,12.520,12.500
2025-06-09,12.460,12.450,12.430,12.410
2025-06-10,12.350,12.340,12.320,12.300
2025-06-11,12.250,12.240,12.220,12.200
2025-06-12,12.170,12.160,12.150,12.140
2025-06-13,12.110,12.100,12.090,12.080
2025-06-14,12.040,12.040,12.040,12.050
2025-06-15,12.050,12.050,12.050,12.060
2025-06-16,12.060,12.060,12.060,12.050
2025-06-17,12.050,12.050,12.060,12.060
2025-06-18,12.090,12.090,12.080,12.080
2025-06-19,12.070,12.080,12.090,12.090
2025-06-20,12.110,12.110,12.100,12.090
2025-06-21,12.080,12.090,12.110,12.130
2025-06-22,12.180,12.180,12.190,12.190
2025-06-23,12.220,12.220,12.230,12.230
2025-06-24,12.250,12.250,12.260,12.260
2025-06-25,12.270,12.270,12.280,12.280
2025-06-26,12.300,12.300,12.300,12.310
2025-06-27,12.320,12.320,12.320,12.330
2025-06-28,12.330,12.330,12.330,12.320
2025-06-29,12.310,12.310,12.300,12.300
2025-06-30,12.290,12.290,12.280,12.280
