Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2025-09-01,9.320,9.330,9.340,9.350
2025-09-02,9.440,9.450,9.480,9.510
2025-09-03,9.610,9.640,9.670,9.710
2025-09-04,9.860,9.880,9.910,9.950
2025-09-05,10.070,10.080,10.100,10.120
2025-09-06,10.200,10.220,10.240,10.260
2025-09-07,10.300,10.310,10.320,10.330
2025-09-08,10.340,10.340,10.340,10.350
2025-09-09,10.360,10.360,10.360,10.360
2025-09-10,10.370,10.370,10.360,10.360
2025-09-11,10.350,10.340,10.330,10.330
2025-09-12,10.310,10.300,10.290,10.280
2025-09-13,10.230,10.210,10.190,10.170
2025-09-14,10.090,10.070,10.050,10.030
2025-09-15,9.970,9.960,9.950,9.930
2025-09-16,9.880,9.870,9.850,9.830
2025-09-17,9.780,9.780,9.780,9.770
2025-09-18,9.760,9.770,9.780,9.790
2025-09-19,9.820,9.830,9.840,9.840
2025-09-20,9.870,9.870,9.860,9.860
2025-09-21,9.850,9.850,9.840,9.840
2025-09-22,9.800,9.790,9.770,9.750
2025-09-23,9.700,9.690,9.680,9.660
2025-09-24,9.620,9.610,9.600,9.590
2025-09-25,9.490,9.460,9.430,9.400
2025-09-26,9.290,9.260,9.230,9.200
2025-09-27,9.100,9.080,9.060,9.040
2025-09-28,9.000,9.000,8.990,8.990
2025-09-29,9.010,9.000,9.000,9.000
2025-09-30,8.990,8.980,8.970,8.970
