Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2024-05-01,7.170,7.220,7.220,7.250
2024-05-02,7.350,7.360,7.360,7.320
2024-05-03,7.150,7.100,7.050,7.020
2024-05-04,6.940,6.910,6.900,6.890
2024-05-05,6.850,6.820,6.820,6.800
2024-05-06,6.820,6.820,6.800,6.790
2024-05-07,6.770,6.750,6.720,6.720
2024-05-08,6.700,6.700,6.880,7.100
2024-05-09,7.400,7.520,7.600,7.680
2024-05-10,7.710,7.710,7.750,7.740
2024-05-11,7.700,7.680,7.650,7.600
2024-05-12,7.520,7.510,7.480,7.420
2024-05-13,7.370,7.250,7.150,7.050
2024-05-14,6.940,6.910,6.900,6.860
2024-05-15,6.770,6.680,6.650,6.600
2024-05-16,6.550,6.550,6.540,6.510
2024-05-17,6.510,6.670,6.750,6.820
2024-05-18,6.970,7.080,7.120,7.160
2024-05-19,7.250,7.250,7.270,7.270
2024-05-20,7.300,7.300,7.310,7.330
2024-05-21,7.330,7.330,7.340,7.340
2024-05-22,7.360,7.360,7.370,7.390
2024-05-23,7.390,7.470,7.510,7.560
2024-05-24,7.640,7.680,7.620,7.560
2024-05-25,7.450,7.430,7.400,7.370
2024-05-26,7.310,7.300,7.300,7.300
2024-05-27,7.260,7.200,7.140,7.080
2024-05-28,6.840,7.100,7.180,7.250
2024-05-29,7.380,7.430,7.450,7.500
2024-05-30,7.590,7.530,7.540,7.560
2024-05-31,7.560,7.510,7.470,7.400
