Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2021-06-01,25.3,17.2,86.8,0.6
2021-06-02,25.4,16.7,84.1,0.5
2021-06-03,25,16.8,94.0,15.2
2021-06-04,23.9,18.1,92.4,1.0
2021-06-05,24.2,16.3,84.4,0.2
2021-06-06,23.5,16.6,86.3,13.8
2021-06-07,23.9,16.6,93.5,0.2
2021-06-08,23.9,16.8,95.3,6.6
2021-06-09,23.9,15.9,87.3,0.0
2021-06-10,26.4,16.1,81.4,0.0
2021-06-11,27.7,14.9,81.8,0.0
2021-06-12,25.1,15.1,88.8,3.9
2021-06-13,23.6,16.5,91.1,5.6
2021-06-14,25.6,16.6,80.6,0.0
2021-06-15,24.7,17.3,84.5,6.9
2021-06-16,25.4,16.2,84.5,0.3
2021-06-17,21.8,16.2,91.2,0.9
2021-06-18,23,14.7,94.8,13.8
2021-06-19,22.3,14.9,90.0,0.1
2021-06-20,19.8,16.6,95.7,14.7
2021-06-21,25.6,16,76.9,1.5
2021-06-22,23.8,16.3,87.7,7.6
2021-06-23,24.1,13.6,81.6,0.0
2021-06-24,26.4,13.1,82.3,1.3
2021-06-25,25.7,13.3,84.1,5.7
2021-06-26,25.6,13.8,83.9,4.2
2021-06-27,26.3,14,81.9,0.1
2021-06-28,23.9,15.8,87.1,5.7
2021-06-29,21.2,15.9,92.3,8.1
2021-06-30,20,16.6,94.0,2.7
2021-07-01,22.7,13.6,83.8,0.2
