Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2023-06-01,24,17.7,89.5,0.0
2023-06-02,23.5,15.2,90.4,0.0
2023-06-03,23.9,15.9,90.3,11.8
2023-06-04,23.3,16.1,92.6,5.2
2023-06-05,22.8,14.6,89.6,1.3
2023-06-06,23.7,14.8,88.7,0.0
2023-06-07,23.6,14.1,88.8,1.2
2023-06-08,24.1,14.4,84.7,0.0
2023-06-09,24.4,15.8,S/D,3.4
2023-06-10,25.6,15.9,87.0,0.6
2023-06-11,26.5,16,83.5,4.2
2023-06-12,26.6,16.3,88.4,1.1
2023-06-13,25.7,18,84.9,0.0
2023-06-14,25.8,17.8,92.1,0.9
2023-06-15,23.3,16.4,88.2,0.0
2023-06-16,21.9,16.7,89.7,0.2
2023-06-17,22.7,16.4,84.2,0.4
2023-06-18,23.9,14.7,79.5,0.0
2023-06-19,25.3,13.1,78.3,0.0
2023-06-20,25.9,11.4,79.0,0.0
2023-06-21,25.2,11.7,80.3,0.0
2023-06-22,24.7,13.4,80.3,0.0
2023-06-23,26.6,13.5,75.9,0.0
2023-06-24,25.9,14.5,77.0,0.0
2023-06-25,25.8,13.4,80.4,0.0
2023-06-26,25.8,13.6,86.1,0.0
2023-06-27,24.6,13.5,80.4,0.0
2023-06-28,26.6,13.4,80.7,0.0
2023-06-29,24.5,12.3,82.9,0.0
2023-06-30,23.1,12.4,85.1,0.0
