Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2021-08-01,23.7,16.1,86.0,0.3
2021-08-02,24.2,14.7,83.5,0.0
2021-08-03,22.9,11.9,80.5,0.0
2021-08-04,21.9,10.7,86.7,0.0
2021-08-05,25.4,9.9,77.1,0.0
2021-08-06,25.5,9.6,82.4,0.0
2021-08-07,27.6,11.2,70.8,0.0
2021-08-08,28.7,11.3,69.6,0.0
2021-08-09,25.3,14,80.8,T
2021-08-10,25.1,14.7,81.2,T
2021-08-11,22.9,15.2,89.6,2.2
2021-08-12,24.3,14.6,82.3,0.1
2021-08-13,24.5,14.9,81.0,0.0
2021-08-14,23.6,15.5,80.4,T
2021-08-15,22.8,17.1,84.4,0.0
2021-08-16,25.2,16.2,85.8,1.6
2021-08-17,23.8,14.7,89.3,7.2
2021-08-18,24.6,14.4,89.6,0.7
2021-08-19,26.8,14.4,78.1,0.0
2021-08-20,29.6,14.2,76.1,0.0
2021-08-21,25.2,13.7,79.6,0.0
2021-08-22,24.9,13,81.7,0.0
2021-08-23,28.5,13.4,71.2,T
2021-08-24,30.8,14.1,76.8,2.3
2021-08-25,28.1,14.2,77.9,2.6
2021-08-26,26.7,16.2,85.3,7.4
2021-08-27,26.7,14.6,91.4,-884.6
2021-08-28,27.8,15.1,79.7,3.6
2021-08-29,22.2,15.8,92.2,13.0
2021-08-30,22.1,16,89.0,0.1
2021-08-31,25.8,15.5,79.4,T
