Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2021-11-01,25.6,16.1,82.3,1.1
2021-11-02,27.5,15.7,70.1,0.6
2021-11-03,27.3,16.9,81.3,0.7
2021-11-04,27,16.2,83.8,0.0
2021-11-05,24.2,17.4,83.4,-886.3
2021-11-06,25.6,15.5,82.8,T
2021-11-07,28.5,15,69.5,0.2
2021-11-08,28.1,16.6,69.9,0.2
2021-11-09,24.1,16.1,93.0,2.2
2021-11-10,27.7,16,73.6,0.0
2021-11-11,25.6,16.4,77.6,0.0
2021-11-12,27.6,16.2,71.8,0.0
2021-11-13,26.1,16.3,81.7,0.3
2021-11-14,27.5,18.2,79.7,0.1
2021-11-15,27.3,15.5,78.7,0.3
2021-11-16,26.5,16.5,81.4,0.8
2021-11-17,27.6,16,76.7,0.0
2021-11-18,27.7,18.4,70.9,0.0
2021-11-19,26.4,17.1,63.2,0.0
2021-11-20,28.3,14.6,66.3,0.0
2021-11-21,24.5,15.8,82.4,0.0
2021-11-22,26.3,15.4,77.7,0.0
2021-11-23,27.7,15,77.0,18.8
2021-11-24,22.1,16.2,89.5,15.6
2021-11-25,25.6,17.6,85.6,1.6
2021-11-26,26.1,17.9,89.8,0.2
2021-11-27,28.7,15.1,73.0,0.0
2021-11-28,26.5,15.9,81.6,0.0
2021-11-29,25.5,14.6,84.9,3.4
2021-11-30,25.3,17.1,77.4,0.0
