Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2018-04-01,35.4,24,88.0,5.8
2018-04-02,27.8,22.8,97.3,3.3
2018-04-03,30.2,21.8,92.2,0.0
2018-04-04,32.6,22,91.0,0.0
2018-04-05,34.2,22.2,92.8,9.8
2018-04-06,31,21.4,95.0,0.1
2018-04-07,31.5,21.6,93.1,0.0
2018-04-08,24.6,22.6,97.8,2.2
2018-04-09,28.2,21.6,95.1,0.1
2018-04-10,33.8,19.6,92.3,0.0
2018-04-11,35.6,20.6,97.6,0.0
2018-04-12,35.4,22.4,89.8,0.0
2018-04-13,27.2,23.2,97.3,4.2
2018-04-14,29,22,92.6,0.2
2018-04-15,31.8,21.8,89.6,0.0
2018-04-16,31.4,22.4,91.4,0.8
2018-04-17,31,23,94.4,0.0
2018-04-18,32.2,22,91.8,0.0
2018-04-19,29.8,23.2,93.0,3.9
2018-04-20,32.2,22,91.7,2.1
2018-04-21,30,22.4,96.4,0.4
2018-04-22,33.4,22,97.5,4.4
2018-04-23,29.2,23.2,97.9,7.4
2018-04-24,32,21.4,90.5,0.2
2018-04-25,31.4,23.2,87.6,0.0
2018-04-26,30.2,23,88.3,0.0
2018-04-27,32.8,21.4,81.2,0.1
2018-04-28,32.6,23.2,90.8,5.9
2018-04-29,32,22.8,92.4,5.0
2018-04-30,31.8,22.4,90.1,0.0
