Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2024-08-01,33.2,20.6,68.9,0.0
2024-08-02,35.4,21.4,66.1,0.0
2024-08-03,36,21,56.4,0.0
2024-08-04,36,18,63.2,0.0
2024-08-05,32.6,23.6,71.3,0.0
2024-08-06,33.6,22,72.9,0.0
2024-08-07,36.4,21.6,68.8,0.0
2024-08-08,35.2,21.8,67.5,0.0
2024-08-09,36.4,19.8,67.2,0.0
2024-08-10,31.2,23.4,73.0,0.0
2024-08-11,34.2,21.2,66.9,0.0
2024-08-12,33.2,23.2,70.3,0.0
2024-08-13,33.6,21.2,66.7,0.0
2024-08-14,34.6,21.2,65.8,0.0
2024-08-15,34.4,21,61.6,0.0
2024-08-16,33.6,21.4,64.1,0.0
2024-08-17,35.4,23.2,64.7,0.0
2024-08-18,32.4,23.6,67.3,0.0
2024-08-19,34.2,20,68.8,0.0
2024-08-20,33.8,20.2,72.0,0.0
2024-08-21,32.4,22.2,68.9,0.0
2024-08-22,36.2,22,62.1,0.0
2024-08-23,36,21.8,66.6,0.0
2024-08-24,35.4,23,65.6,0.0
2024-08-25,35.2,22.2,64.0,0.0
2024-08-26,31.2,23.6,69.2,0.0
2024-08-27,34.4,22,65.2,0.0
2024-08-28,32.4,23.6,67.4,0.0
2024-08-29,35.4,20.4,61.5,0.0
2024-08-30,35.6,23,57.7,0.0
2024-08-31,35.8,22.2,56.7,0.0
2024-09-01,34.6,21.6,71.9,0.0
