Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2026-03-01,31.6,23.2,80.5,0.0
2026-03-02,33.2,22.6,77.9,0.0
2026-03-03,31.2,22.2,81.4,0.0
2026-03-04,32.4,21.4,73.2,0.0
2026-03-05,31.6,22.4,77.8,0.9
2026-03-06,29.2,23.4,82.0,0.0
2026-03-07,30.2,22.2,78.3,0.0
2026-03-08,32.6,22.2,72.3,0.0
2026-03-09,32.2,23.6,78.1,0.0
2026-03-10,35,21.4,70.9,11.8
2026-03-11,28.6,22.6,91.6,4.4
2026-03-12,32.8,22.2,81.1,14.1
2026-03-13,30.6,22.6,81.9,1.2
2026-03-14,32.4,23.6,77.6,2.8
2026-03-15,33.6,23.4,76.1,0.0
2026-03-16,34.2,23.4,74.6,0.0
2026-03-17,28,24,87.2,0.7
2026-03-18,31.2,21.2,80.8,0.0
2026-03-19,34.8,21.4,71.8,0.0
2026-03-20,37,22.2,68.6,0.0
2026-03-21,33.2,18.8,73.6,0.0
2026-03-22,35.2,18.8,68.0,0.0
2026-03-23,32.4,21,73.6,0.0
2026-03-24,36,22,69.5,0.0
2026-03-25,33.6,23.6,73.0,0.0
2026-03-26,29.2,23.8,82.4,0.0
2026-03-27,30,22.4,84.4,2.6
2026-03-28,34,21.6,70.9,0.0
2026-03-29,35.8,22.6,68.0,0.0
2026-03-30,35.2,22.8,69.1,3.0
2026-03-31,36.4,23.2,70.5,0.0
2026-04-01,36.8,23.6,69.4,0.0
