Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2024-02-01,30.8,23.4,86.0,0.3
2024-02-02,35.6,24.2,77.9,5.3
2024-02-03,30.4,23.2,83.8,0.0
2024-02-04,32.2,23,84.7,0.4
2024-02-05,34.8,23.2,73.5,0.0
2024-02-06,35,22.4,71.6,0.0
2024-02-07,35.2,24.2,73.2,0.0
2024-02-08,33.6,24.4,72.1,0.0
2024-02-09,37.2,22.6,64.3,30.1
2024-02-10,32.6,23,83.5,0.0
2024-02-11,34,24.6,75.8,0.0
2024-02-12,33.4,24.2,73.2,3.7
2024-02-13,29.2,23.8,85.4,0.5
2024-02-14,33,23.6,81.0,1.3
2024-02-15,32.2,23.4,75.2,0.0
2024-02-16,34.6,24.2,73.1,2.6
2024-02-17,30,23.2,87.0,7.5
2024-02-18,30.4,23.8,86.3,0.2
2024-02-19,35.4,23,71.7,0.0
2024-02-20,36.4,24.8,74.5,0.0
2024-02-21,40.6,21.2,62.3,0.0
2024-02-22,39.2,21,54.8,0.0
2024-02-23,39,22.2,64.7,0.0
2024-02-24,37,24.6,64.6,0.0
2024-02-25,36.2,25,63.5,0.0
2024-02-26,35.6,24.8,67.2,0.0
2024-02-27,34.2,23.4,77.1,0.0
2024-02-28,32.6,24.4,71.9,0.0
2024-02-29,34.6,23.2,69.9,0.0
2024-03-01,27.2,24.4,91.6,17.1
