Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2022-10-01,32.8,S/D,S/D,2.4
2022-10-02,31.6,S/D,S/D,3.2
2022-10-03,32.6,S/D,S/D,0.0
2022-10-04,34.2,S/D,S/D,0.0
2022-10-05,34.6,S/D,S/D,0.0
2022-10-06,33.4,S/D,S/D,8.6
2022-10-07,34,S/D,S/D,0.0
2022-10-08,34.8,S/D,S/D,0.0
2022-10-09,35,S/D,S/D,12.6
2022-10-10,34.6,S/D,S/D,0.0
2022-10-11,34.8,S/D,S/D,0.0
2022-10-12,34.2,S/D,S/D,0.0
2022-10-13,34.8,S/D,S/D,0.0
2022-10-14,35.2,S/D,S/D,18.3
2022-10-15,33.8,S/D,S/D,8.0
2022-10-16,34.4,S/D,S/D,6.2
2022-10-17,30.4,S/D,S/D,9.6
2022-10-18,31.8,S/D,S/D,0.3
2022-10-19,30.4,S/D,S/D,43.6
2022-10-20,32.4,S/D,S/D,0.0
2022-10-21,35.4,S/D,S/D,0.0
2022-10-22,31.2,S/D,S/D,58.1
2022-10-23,30.8,S/D,S/D,0.0
2022-10-24,34.4,S/D,S/D,0.0
2022-10-25,35.6,S/D,S/D,0.0
2022-10-26,36.4,S/D,S/D,3.8
2022-10-27,35.6,S/D,S/D,0.0
2022-10-28,32,S/D,S/D,14.2
2022-10-29,33.8,S/D,S/D,0.0
2022-10-30,35.2,S/D,S/D,0.0
2022-10-31,35.6,S/D,S/D,0.0
2022-11-01,36.8,S/D,S/D,23.9
