Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2024-02-01,33.2,23.4,83.9,0.0
2024-02-02,32,24.6,86.2,0.0
2024-02-03,33.8,24.6,80.6,3.6
2024-02-04,34,23.2,84.4,0.4
2024-02-05,33.8,21.2,79.7,0.8
2024-02-06,33.6,23,85.2,10.7
2024-02-07,34.2,23.4,81.8,0.0
2024-02-08,35,22.4,74.2,0.0
2024-02-09,34.6,24,79.8,0.0
2024-02-10,35,25,78.6,0.0
2024-02-11,35.2,25,81.2,0.0
2024-02-12,27,24.6,92.6,63.8
2024-02-13,29.4,23.2,88.4,0.0
2024-02-14,28,24.2,93.4,47.0
2024-02-15,32.2,23.4,86.4,1.0
2024-02-16,33,24.2,87.8,0.0
2024-02-17,35,24.2,81.9,0.0
2024-02-18,33.6,25,85.8,13.8
2024-02-19,34.8,24,82.4,0.0
2024-02-20,32.4,24.4,84.4,105.8
2024-02-21,28,23.8,94.4,18.5
2024-02-22,26.4,23.4,95.1,29.8
2024-02-23,27.4,22.4,93.1,28.3
2024-02-24,29.6,23,89.9,3.5
2024-02-25,31.4,24.2,88.9,15.7
2024-02-26,31.6,23,87.7,1.7
2024-02-27,31.2,23.8,90.8,2.4
2024-02-28,34,24,84.8,11.1
2024-02-29,30.2,24.4,89.8,0.0
