Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2023-10-01,35,23.2,81.2,0.6
2023-10-02,38.4,23,67.0,0.0
2023-10-03,39,23.2,59.7,0.0
2023-10-04,39.6,23.2,61.0,0.0
2023-10-05,40,25,60.0,0.0
2023-10-06,40.4,24.2,57.9,0.0
2023-10-07,41.2,25,58.3,0.0
2023-10-08,37,26,73.9,2.0
2023-10-09,26.2,23.3,89.3,7.6
2023-10-10,37.2,22.2,67.0,0.0
2023-10-11,39,22.8,65.7,0.0
2023-10-12,38.6,21.2,70.0,0.0
2023-10-13,35.6,23.2,76.7,14.2
2023-10-14,32,22.6,85.3,0.0
2023-10-15,36.4,22,72.5,0.0
2023-10-16,26.2,25,94.2,22.3
2023-10-17,35.2,20,76.0,0.0
2023-10-18,37.6,22,65.8,0.0
2023-10-19,38.4,23.4,57.9,0.0
2023-10-20,37.4,23.8,70.6,7.8
2023-10-21,38,23.2,68.3,0.0
2023-10-22,35.8,24,71.1,0.0
2023-10-23,38.6,24,61.9,0.0
2023-10-24,39,23.4,60.8,0.0
2023-10-25,38.8,24,70.5,0.0
2023-10-26,38.6,24.6,61.9,0.0
2023-10-27,35.6,25,77.9,2.1
2023-10-28,32,24.2,91.6,16.0
2023-10-29,28.4,23.6,94.6,38.6
2023-10-30,35.8,22,74.9,0.0
2023-10-31,36,23.8,75.2,1.3
2023-11-01,31,23.4,82.1,0.0
