Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2025-11-01,27.8,21.6,94.2,1.0
2025-11-02,32.2,22.8,87.4,0.8
2025-11-03,35,22.4,72.1,0.0
2025-11-04,32.4,25,78.5,0.0
2025-11-05,33.2,23.4,71.2,0.0
2025-11-06,35.2,23.2,69.9,0.0
2025-11-07,36,23.4,66.1,0.0
2025-11-08,36.2,23,71.9,18.5
2025-11-09,30,21.2,94.3,0.5
2025-11-10,31,19.4,91.2,0.0
2025-11-11,35,21,66.9,0.0
2025-11-12,32,24,85.9,4.5
2025-11-13,33,22.8,78.8,0.0
2025-11-14,31.2,22.8,90.3,13.0
2025-11-15,32,22.4,82.9,3.0
2025-11-16,33.4,22.6,77.7,0.0
2025-11-17,33,22.8,79.3,22.8
2025-11-18,23.6,19,95.3,1.2
2025-11-19,32.2,20.2,86.2,2.2
2025-11-20,33.6,23,82.1,27.5
2025-11-21,33.8,23,82.8,1.5
2025-11-22,33,22.8,83.5,0.2
2025-11-23,29,22.4,89.0,2.2
2025-11-24,33,22.4,82.9,33.4
2025-11-25,31.4,23,86.4,0.0
2025-11-26,31,23.4,90.9,54.8
2025-11-27,32,21.4,89.5,0.0
2025-11-28,31.2,22.4,83.9,5.0
2025-11-29,36,22,77.4,0.0
2025-11-30,35.2,24,77.2,0.0
2025-12-01,34,23.4,76.3,27.8
