Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2024-06-01,30.2,16,82.0,0.0
2024-06-02,31.2,15.4,82.0,0.0
2024-06-03,31.4,17.4,81.3,0.0
2024-06-04,31.6,19,85.0,0.0
2024-06-05,32.4,18,77.1,0.0
2024-06-06,32.4,18,76.6,0.0
2024-06-07,33,18,80.3,0.0
2024-06-08,34,18.4,76.7,0.0
2024-06-09,33,19,79.1,0.0
2024-06-10,33.4,19.8,75.0,0.0
2024-06-11,33.2,24,76.6,0.0
2024-06-12,34.4,21.8,76.3,0.0
2024-06-13,33,21.6,76.4,0.0
2024-06-14,33.2,21.4,73.2,0.0
2024-06-15,33.6,21.6,79.2,0.0
2024-06-16,33.4,22.8,74.6,0.0
2024-06-17,33.6,22,79.5,0.0
2024-06-18,33.4,22.2,79.1,0.0
2024-06-19,34.2,21.2,74.0,0.0
2024-06-20,33,22.2,80.4,0.0
2024-06-21,33.2,23.4,80.6,0.0
2024-06-22,33.4,21,75.5,0.0
2024-06-23,33.2,20.8,79.6,0.0
2024-06-24,34.2,20.6,72.5,0.0
2024-06-25,34,20,73.6,0.0
2024-06-26,34.2,20.4,79.3,0.0
2024-06-27,30,23.2,86.9,0.0
2024-06-28,32.2,22,82.0,0.0
2024-06-29,31.2,22,79.9,0.0
2024-06-30,24,17.4,87.3,0.0
