Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2024-06-01,10.270,10.260,10.250,10.240
2024-06-02,10.200,10.190,10.180,10.160
2024-06-03,10.120,10.100,10.080,10.070
2024-06-04,10.020,10.010,9.990,9.980
2024-06-05,9.940,9.920,9.900,9.880
2024-06-06,9.820,9.820,9.820,9.820
2024-06-07,9.820,9.810,9.800,9.800
2024-06-08,9.780,9.770,9.760,9.730
2024-06-09,9.700,9.680,9.670,9.660
2024-06-10,9.570,9.550,9.520,9.500
2024-06-11,9.420,9.390,9.360,9.330
2024-06-12,9.240,9.210,9.180,9.140
2024-06-13,9.030,8.990,8.950,8.910
2024-06-14,8.790,8.500,8.710,8.660
2024-06-15,8.530,8.490,8.450,8.400
2024-06-16,8.260,8.220,8.180,8.150
2024-06-17,8.030,7.990,7.950,7.900
2024-06-18,7.780,7.740,7.710,7.680
2024-06-19,7.560,7.530,7.500,7.470
2024-06-20,7.380,7.360,7.340,7.330
2024-06-21,7.260,7.250,7.240,7.220
2024-06-22,7.180,7.180,7.180,7.180
2024-06-23,7.160,7.160,7.160,7.160
2024-06-24,7.160,7.160,7.160,7.160
2024-06-25,7.160,7.160,7.160,7.160
2024-06-26,7.160,7.160,7.160,7.160
2024-06-27,7.160,7.160,7.160,7.160
2024-06-28,7.160,7.160,7.160,7.160
2024-06-29,7.190,7.190,7.200,7.200
2024-06-30,7.240,7.240,7.250,7.260
