Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2024-08-01,3.300,3.250,3.200,3.160
2024-08-02,2.980,0.000,0.000,0.000
2024-08-03,2.700,2.640,2.580,2.530
2024-08-04,2.370,2.310,2.210,2.200
2024-08-05,2.020,1.990,1.960,1.940
2024-08-06,1.780,1.740,1.710,1.670
2024-08-07,1.520,1.490,1.450,1.420
2024-08-08,1.320,1.280,1.250,1.220
2024-08-09,1.140,0.000,0.000,0.000
2024-08-10,1.020,0.990,0.980,0.970
2024-08-11,0.900,0.890,0.880,0.880
2024-08-12,0.840,0.830,0.820,0.820
2024-08-13,0.800,0.800,0.800,0.800
2024-08-14,0.790,0.780,0.770,0.770
2024-08-15,0.760,0.760,0.750,0.750
2024-08-16,0.740,0.740,0.740,0.720
2024-08-17,0.720,0.720,0.720,0.720
2024-08-18,0.720,0.720,0.720,0.720
2024-08-19,0.770,0.770,0.780,0.780
2024-08-20,0.790,0.790,0.790,0.790
2024-08-21,0.790,0.790,0.790,0.790
2024-08-22,0.770,0.760,0.750,0.750
2024-08-23,0.740,0.720,0.700,0.690
2024-08-24,0.600,0.580,0.560,0.550
2024-08-25,0.470,0.440,0.410,0.390
2024-08-26,0.330,0.300,0.280,0.260
2024-08-27,0.190,0.170,0.150,0.120
2024-08-28,0.020,0.000,0.000,0.000
