Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2024-12-01,4.140,4.190,4.240,4.290
2024-12-02,4.400,4.440,4.480,4.520
2024-12-03,4.600,4.640,4.670,4.700
2024-12-04,4.750,4.770,4.780,4.800
2024-12-05,4.880,4.910,4.930,4.950
2024-12-06,4.980,5.020,5.050,5.080
2024-12-07,5.140,5.170,5.200,5.230
2024-12-08,5.300,5.330,5.350,5.380
2024-12-09,5.470,5.500,5.530,5.570
2024-12-10,5.680,5.720,5.760,5.800
2024-12-11,5.890,5.930,5.980,6.040
2024-12-12,6.110,6.140,6.170,6.200
2024-12-13,6.260,6.280,6.300,6.330
2024-12-14,6.370,6.400,6.430,6.460
2024-12-15,6.520,6.550,6.570,6.590
2024-12-16,6.650,6.690,6.720,6.750
2024-12-17,6.850,6.870,6.890,6.910
2024-12-18,7.020,7.040,7.060,7.080
2024-12-19,7.140,7.150,7.170,7.190
2024-12-20,7.240,7.260,7.270,7.280
2024-12-21,7.320,7.340,7.360,7.370
2024-12-22,7.420,7.460,7.490,7.520
2024-12-23,7.620,7.660,7.700,7.740
2024-12-24,7.860,7.900,7.940,7.980
2024-12-25,8.040,8.110,8.180,8.250
2024-12-26,8.350,8.390,8.420,8.450
2024-12-27,8.570,8.600,8.630,8.650
2024-12-28,8.730,8.760,8.780,8.800
2024-12-29,8.860,8.870,8.880,8.900
2024-12-30,8.940,8.960,8.970,8.980
2024-12-31,9.030,9.050,9.060,9.070
