Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2020-01-01,4.850,4.950,4.800,4.900
2020-01-02,4.750,4.700,4.680,4.680
2020-01-03,4.450,4.280,4.180,4.280
2020-01-04,4.280,4.500,4.680,4.750
2020-01-05,4.750,4.760,4.780,4.750
2020-01-06,4.650,4.500,4.350,4.280
2020-01-07,3.980,3.850,3.780,3.680
2020-01-08,3.620,3.680,3.980,4.350
2020-01-09,4.750,4.750,4.680,4.500
2020-01-10,3.980,3.800,3.750,3.680
2020-01-11,3.600,3.580,3.550,3.480
2020-01-12,3.400,3.380,3.350,3.300
2020-01-13,3.250,3.220,3.200,3.180
2020-01-14,3.180,3.200,3.240,3.280
2020-01-15,3.300,3.280,3.350,3.400
2020-01-16,3.420,3.450,3.480,3.500
2020-01-17,3.580,3.600,3.650,3.800
2020-01-18,4.300,4.350,4.650,4.750
2020-01-19,5.020,4.950,4.750,4.650
2020-01-20,4.200,4.120,3.950,3.750
2020-01-21,4.280,4.400,4.500,4.600
2020-01-22,5.100,5.350,5.500,5.750
2020-01-23,5.900,5.920,5.900,5.850
2020-01-24,5.350,5.250,5.100,4.470
2020-01-25,4.350,4.250,4.120,4.080
2020-01-26,3.980,4.020,4.020,3.980
2020-01-27,3.750,3.720,3.700,3.680
2020-01-28,3.650,3.640,3.620,3.620
2020-01-29,3.600,3.580,3.550,3.500
2020-01-30,3.450,3.420,3.450,3.480
2020-01-31,3.350,3.320,3.300,3.280
