Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2021-10-01,S/D,S/D,S/D,0.0
2021-10-02,S/D,S/D,S/D,0.0
2021-10-03,S/D,S/D,S/D,8.2
2021-10-04,S/D,S/D,S/D,9.4
2021-10-05,S/D,S/D,S/D,37.8
2021-10-06,S/D,S/D,S/D,0.0
2021-10-07,S/D,S/D,S/D,0.0
2021-10-08,S/D,S/D,S/D,0.0
2021-10-09,S/D,S/D,S/D,0.0
2021-10-10,S/D,S/D,S/D,0.0
2021-10-11,S/D,S/D,S/D,0.0
2021-10-12,S/D,S/D,S/D,0.0
2021-10-13,S/D,S/D,S/D,0.0
2021-10-14,S/D,S/D,S/D,0.0
2021-10-15,S/D,S/D,S/D,48.9
2021-10-16,S/D,S/D,S/D,0.0
2021-10-17,S/D,S/D,S/D,0.0
2021-10-18,S/D,S/D,S/D,0.0
2021-10-19,S/D,S/D,S/D,1.4
2021-10-20,S/D,S/D,S/D,0.0
2021-10-21,S/D,S/D,S/D,2.4
2021-10-22,S/D,S/D,S/D,6.6
2021-10-23,S/D,S/D,S/D,0.0
2021-10-24,S/D,S/D,S/D,2.6
2021-10-25,S/D,S/D,S/D,4.4
2021-10-26,S/D,S/D,S/D,0.0
2021-10-27,S/D,S/D,S/D,0.0
2021-10-28,S/D,S/D,S/D,29.0
2021-10-29,S/D,S/D,S/D,0.0
2021-10-30,S/D,S/D,S/D,0.0
2021-10-31,S/D,S/D,S/D,6.4
2021-11-01,S/D,22.4,S/D,0.0
