Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2025-07-01,S/D,S/D,92.0,0.0
2025-07-02,S/D,S/D,91.4,0.0
2025-07-03,S/D,S/D,88.1,0.0
2025-07-04,S/D,S/D,84.4,0.0
2025-07-05,S/D,S/D,87.0,0.0
2025-07-06,S/D,S/D,85.6,0.0
2025-07-07,S/D,S/D,83.4,0.0
2025-07-08,S/D,S/D,86.8,0.0
2025-07-09,S/D,S/D,87.6,0.0
2025-07-10,S/D,S/D,90.6,0.0
2025-07-11,S/D,S/D,87.0,0.0
2025-07-12,S/D,S/D,82.7,0.0
2025-07-13,S/D,S/D,88.0,0.0
2025-07-14,S/D,S/D,85.1,0.0
2025-07-15,S/D,S/D,78.0,0.0
2025-07-16,S/D,S/D,77.9,0.0
2025-07-17,S/D,S/D,88.1,0.0
2025-07-18,S/D,S/D,91.7,30.6
2025-07-19,S/D,S/D,84.9,0.0
2025-07-20,S/D,S/D,79.8,0.0
2025-07-21,S/D,S/D,84.5,0.0
2025-07-22,S/D,S/D,76.6,0.0
2025-07-23,S/D,S/D,80.0,0.0
2025-07-24,S/D,S/D,83.0,0.0
2025-07-25,S/D,S/D,79.4,0.0
2025-07-26,S/D,S/D,76.0,8.4
2025-07-27,S/D,S/D,84.5,16.6
2025-07-28,S/D,S/D,83.0,5.4
2025-07-29,S/D,S/D,84.9,0.0
2025-07-30,S/D,S/D,79.0,50.2
2025-07-31,S/D,S/D,82.9,0.0
2025-08-01,S/D,S/D,81.6,0.0
