Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2020-02-01,S/D,S/D,S/D,0.0
2020-02-02,S/D,S/D,S/D,0.0
2020-02-03,S/D,S/D,S/D,10.2
2020-02-04,S/D,S/D,S/D,7.0
2020-02-05,S/D,S/D,S/D,0.0
2020-02-06,S/D,S/D,S/D,7.9
2020-02-07,S/D,S/D,S/D,0.0
2020-02-08,S/D,S/D,S/D,4.8
2020-02-09,S/D,S/D,S/D,0.0
2020-02-10,S/D,S/D,S/D,27.2
2020-02-11,S/D,S/D,S/D,8.7
2020-02-12,S/D,S/D,S/D,0.0
2020-02-13,S/D,S/D,S/D,0.0
2020-02-14,S/D,S/D,S/D,0.0
2020-02-15,S/D,S/D,S/D,0.0
2020-02-16,S/D,S/D,S/D,0.0
2020-02-17,S/D,S/D,S/D,3.4
2020-02-18,S/D,S/D,S/D,2.4
2020-02-19,S/D,S/D,S/D,17.8
2020-02-20,S/D,S/D,S/D,0.0
2020-02-21,S/D,S/D,S/D,0.0
2020-02-22,S/D,S/D,S/D,0.0
2020-02-23,S/D,S/D,S/D,0.0
2020-02-24,S/D,S/D,S/D,0.0
2020-02-25,S/D,S/D,S/D,1.6
2020-02-26,S/D,S/D,S/D,30.4
2020-02-27,S/D,S/D,S/D,0.0
2020-02-28,S/D,S/D,S/D,0.0
