Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2026-01-01,1.420,1.380,1.360,1.440
2026-01-02,1.370,1.380,1.360,1.350
2026-01-03,1.380,1.380,1.350,1.350
2026-01-04,1.370,1.440,1.420,1.400
2026-01-05,1.550,1.460,1.420,1.400
2026-01-07,1.360,1.320,1.310,1.300
2026-01-08,1.300,1.280,1.280,1.260
2026-01-09,1.400,1.420,1.420,1.700
2026-01-10,1.800,1.900,1.860,1.860
2026-01-11,1.970,1.920,1.810,1.730
2026-01-12,1.680,1.790,1.840,1.840
2026-01-13,2.280,2.180,2.120,2.060
2026-01-14,2.420,2.610,2.740,2.480
2026-01-15,2.480,2.600,2.740,2.910
2026-01-16,3.590,3.120,2.870,2.800
2026-01-17,2.750,2.660,2.400,2.280
2026-01-18,2.200,2.140,2.080,2.020
2026-01-19,2.000,1.990,1.950,1.950
2026-01-20,1.940,1.920,1.860,1.850
2026-01-21,1.860,1.860,1.800,1.760
2026-01-22,1.680,1.680,1.700,1.700
2026-01-23,1.840,1.800,1.740,1.740
2026-01-24,2.140,2.140,2.060,2.040
2026-01-25,1.860,1.940,1.920,2.000
2026-01-26,1.920,2.140,2.240,2.080
2026-01-27,2.320,2.200,2.240,2.190
2026-01-28,2.140,2.140,2.040,2.000
2026-01-29,2.400,2.440,2.400,2.460
2026-01-30,2.620,2.500,2.430,2.360
2026-01-31,2.560,2.460,2.280,2.210
