Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2019-06-01,0.690,0.680,0.660,0.660
2019-06-02,0.660,0.650,0.630,0.610
2019-06-03,0.630,0.620,0.600,0.600
2019-06-04,0.800,0.740,0.720,0.700
2019-06-05,1.240,1.200,1.150,1.120
2019-06-06,0.900,0.880,0.860,0.840
2019-06-07,0.760,0.740,0.720,0.700
2019-06-08,0.700,0.680,0.650,0.630
2019-06-09,0.640,0.650,0.650,0.630
2019-06-10,0.700,0.680,0.660,0.650
2019-06-11,0.700,0.680,0.670,0.640
2019-06-12,0.750,0.680,0.670,0.650
2019-06-13,0.620,0.600,0.580,0.560
2019-06-14,0.570,0.550,0.530,0.530
2019-06-15,0.560,0.550,0.540,0.530
2019-06-16,0.690,0.670,0.650,0.630
2019-06-17,0.700,0.680,0.650,0.630
2019-06-18,0.600,0.590,0.580,0.560
2019-06-19,0.600,0.580,0.560,0.550
2019-06-20,0.540,0.530,0.520,0.520
2019-06-21,0.500,0.590,0.570,0.500
2019-06-22,0.480,0.480,0.460,0.450
2019-06-23,0.460,0.460,0.440,0.440
2019-06-24,0.460,0.450,0.430,0.430
2019-06-25,0.470,0.460,0.440,0.420
2019-06-26,0.400,0.390,0.380,0.370
2019-06-27,0.450,0.440,0.430,0.420
2019-06-28,0.700,0.680,0.660,0.650
2019-06-29,0.700,0.690,0.670,0.660
2019-06-30,0.750,0.730,0.720,0.700
