Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2020-02-01,1.470,1.460,1.450,1.440
2020-02-02,1.460,1.440,1.430,1.400
2020-02-03,1.630,1.610,1.590,1.580
2020-02-04,1.440,1.430,1.430,1.400
2020-02-05,1.390,1.380,1.360,1.350
2020-02-06,1.480,1.460,1.450,1.440
2020-02-07,1.390,1.370,1.360,1.350
2020-02-08,1.350,1.340,1.330,1.310
2020-02-09,1.350,1.340,1.320,1.300
2020-02-10,1.560,1.540,1.530,1.520
2020-02-11,1.480,1.460,1.460,1.440
2020-02-12,1.400,1.390,1.370,1.350
2020-02-13,1.350,1.340,1.340,1.340
2020-02-14,1.350,1.340,1.330,1.310
2020-02-15,1.370,1.350,1.340,1.320
2020-02-16,1.440,1.420,1.400,1.390
2020-02-17,1.780,1.740,1.710,1.700
2020-02-18,1.650,1.630,1.610,1.610
2020-02-19,1.570,1.550,1.540,1.520
2020-02-20,1.620,1.610,1.590,1.580
2020-02-21,1.520,1.510,1.500,1.520
2020-02-22,1.470,1.460,1.450,1.440
2020-02-23,1.370,1.370,1.340,1.330
2020-02-24,1.370,1.340,1.340,1.330
2020-02-25,1.350,1.340,1.330,1.310
2020-02-26,1.430,0.000,1.400,1.310
2020-02-27,1.480,1.460,1.450,1.440
2020-02-28,1.490,1.410,1.460,1.440
2020-02-29,1.440,1.420,1.420,0.000
