Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2025-12-01,1.960,1.960,1.900,1.860
2025-12-02,1.840,1.860,1.820,1.780
2025-12-03,1.700,1.780,1.720,1.660
2025-12-04,1.610,1.610,1.580,1.580
2025-12-05,1.540,1.520,1.500,1.480
2025-12-06,1.460,1.440,1.430,1.440
2025-12-07,1.400,1.400,1.400,1.380
2025-12-08,1.340,1.340,1.340,1.330
2025-12-09,1.320,1.320,1.310,1.300
2025-12-10,1.300,1.300,1.280,1.280
2025-12-11,1.280,1.280,1.300,1.330
2025-12-12,1.320,1.390,1.480,1.380
2025-12-13,1.320,1.320,1.320,1.320
2025-12-14,1.320,1.370,1.360,1.340
2025-12-15,1.340,1.340,1.320,1.320
2025-12-16,1.300,1.330,1.350,1.340
2025-12-17,1.310,1.300,1.300,1.300
2025-12-18,1.290,1.300,1.580,1.490
2025-12-19,2.120,2.010,2.060,1.980
2025-12-20,1.780,1.760,1.660,1.620
2025-12-21,1.660,1.660,1.600,1.560
2025-12-22,1.450,1.420,1.400,1.380
2025-12-23,1.340,1.340,1.310,1.320
2025-12-24,1.300,1.280,1.280,1.280
2025-12-25,1.250,1.250,1.240,1.220
2025-12-26,1.210,1.210,1.210,1.200
2025-12-27,1.200,1.200,1.190,1.180
2025-12-28,1.200,1.240,1.320,1.300
2025-12-29,1.250,1.250,1.220,1.200
2025-12-30,1.190,1.190,1.190,1.160
2025-12-31,1.260,1.370,1.310,1.280
