FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2023-02-01,1.050,1.040,1.020,1.000
2023-02-02,1.140,1.130,1.130,1.120
2023-02-03,1.040,1.130,1.120,1.100
2023-02-04,1.010,1.000,1.000,0.990
2023-02-05,1.150,1.140,1.120,1.110
2023-02-06,1.010,1.000,1.000,0.990
2023-02-07,1.220,1.220,1.200,1.190
2023-02-08,1.100,1.080,1.060,1.200
2023-02-09,1.480,1.460,1.440,1.410
2023-02-10,1.440,1.430,1.430,1.420
2023-02-11,1.350,1.340,1.300,1.310
2023-02-12,1.340,1.340,1.330,1.300
2023-02-13,1.610,1.600,1.580,1.560
2023-02-14,1.310,1.300,1.300,1.290
2023-02-15,1.270,1.260,1.250,1.240
