Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2025-07-01,1.410,1.410,1.410,1.440
2025-07-02,1.680,1.680,1.790,1.800
2025-07-03,1.700,1.690,1.680,1.660
2025-07-04,1.600,1.600,1.530,1.500
2025-07-05,1.480,1.480,1.450,1.440
2025-07-06,1.420,1.420,1.400,1.390
2025-07-07,1.380,1.380,1.380,1.350
2025-07-08,1.330,1.330,1.330,1.310
2025-07-09,1.310,1.300,1.300,1.300
2025-07-10,1.270,1.270,1.270,1.270
2025-07-11,1.240,1.240,1.230,1.240
2025-07-12,1.240,1.240,1.220,1.210
2025-07-13,1.200,1.200,1.200,1.200
2025-07-14,1.200,1.190,1.190,1.180
2025-07-15,1.170,1.170,1.170,1.170
2025-07-16,1.150,1.150,1.150,1.150
2025-07-17,1.130,1.130,1.130,1.130
2025-07-18,1.140,1.140,1.140,1.140
2025-07-19,1.170,1.170,1.230,1.260
2025-07-20,1.270,1.270,1.270,1.250
2025-07-21,1.210,1.210,1.200,1.180
2025-07-22,1.150,1.150,1.140,1.120
2025-07-23,1.100,1.100,1.100,1.100
2025-07-24,1.100,1.100,1.090,1.090
2025-07-25,1.090,1.090,1.090,1.080
2025-07-26,1.080,1.080,1.080,1.080
2025-07-27,1.050,1.050,1.050,0.000
2025-07-28,1.100,1.100,1.100,1.100
2025-07-29,1.130,1.130,1.130,1.130
2025-07-30,1.180,1.180,1.180,1.180
2025-07-31,1.210,1.210,1.210,1.240
