Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2025-09-01,5.240,5.230,5.220,5.240
2025-09-02,5.220,5.220,5.200,5.200
2025-09-03,5.180,5.170,5.170,5.170
2025-09-04,5.160,5.160,5.160,5.160
2025-09-05,5.150,5.150,5.140,5.140
2025-09-06,5.160,5.160,5.160,5.160
2025-09-07,5.120,5.120,5.110,5.110
2025-09-08,5.080,5.080,5.070,5.060
2025-09-09,5.030,5.020,5.010,4.980
2025-09-10,4.940,4.930,4.910,4.880
2025-09-11,4.880,4.910,4.890,4.890
2025-09-12,4.890,4.890,4.910,4.930
2025-09-13,4.950,4.950,4.950,4.950
2025-09-14,4.970,4.980,4.990,4.990
2025-09-15,4.990,4.990,4.990,4.990
2025-09-16,5.030,5.040,5.050,5.050
2025-09-17,5.080,5.100,5.110,5.120
2025-09-18,5.130,5.140,5.140,5.140
2025-09-19,5.120,5.130,5.100,5.100
2025-09-20,5.080,5.070,5.050,5.040
2025-09-21,5.010,4.990,4.980,4.970
2025-09-22,4.930,4.920,4.910,4.890
2025-09-23,4.850,4.840,4.820,4.780
2025-09-24,4.750,4.740,4.720,4.690
2025-09-25,4.680,4.670,4.650,4.650
2025-09-26,4.630,4.620,4.610,4.590
2025-09-27,4.570,4.560,4.560,4.560
2025-09-28,4.550,4.550,4.550,4.550
2025-09-29,4.500,4.500,4.500,4.500
2025-09-30,4.590,4.610,4.620,4.630
