Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2025-08-01,5.840,5.830,5.820,5.810
2025-08-02,5.760,5.750,5.730,5.710
2025-08-03,5.680,5.670,5.660,5.650
2025-08-04,5.640,5.630,5.620,5.630
2025-08-05,5.630,5.640,5.660,5.680
2025-08-06,5.720,5.730,5.740,5.760
2025-08-07,5.790,5.790,5.820,5.830
2025-08-08,5.860,5.860,5.880,5.880
2025-08-09,5.940,5.950,5.960,5.980
2025-08-10,6.020,6.030,6.040,6.050
2025-08-11,6.090,6.110,6.120,6.130
2025-08-12,6.150,6.160,6.150,6.150
2025-08-13,6.150,6.150,6.150,6.140
2025-08-14,6.100,6.100,6.100,6.100
2025-08-15,6.080,6.070,6.070,6.090
2025-08-16,6.110,6.110,6.120,6.130
2025-08-17,6.160,6.170,6.180,6.200
2025-08-18,6.220,6.230,6.260,6.250
2025-08-19,6.260,6.270,6.280,6.290
2025-08-20,6.290,6.280,6.280,6.280
2025-08-21,6.280,6.280,6.280,6.280
2025-08-22,6.280,6.280,6.280,6.270
2025-08-23,6.260,6.260,6.220,6.220
2025-08-24,6.170,6.160,6.150,6.140
2025-08-25,6.080,6.060,6.040,6.030
2025-08-26,5.970,5.930,5.910,5.880
2025-08-27,5.860,5.790,5.770,5.740
2025-08-28,5.680,5.650,5.630,5.610
2025-08-29,5.550,5.520,5.480,5.450
2025-08-30,5.420,5.400,5.380,5.360
2025-08-31,5.320,5.290,5.290,5.280
