Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2023-04-01,10.580,10.580,10.590,10.590
2023-04-02,10.600,10.600,10.630,10.630
2023-04-03,10.640,10.650,10.660,10.670
2023-04-04,10.680,10.690,10.700,10.700
2023-04-05,10.710,10.710,10.710,10.720
2023-04-06,10.730,10.730,10.740,10.750
2023-04-07,10.760,10.760,10.760,10.770
2023-04-08,10.770,10.770,10.780,10.780
2023-04-09,10.780,10.780,10.800,10.810
2023-04-10,10.820,10.820,10.830,10.840
2023-04-11,10.850,10.850,10.850,10.860
2023-04-12,10.870,10.870,10.870,10.870
2023-04-13,10.880,10.890,10.900,10.900
2023-04-14,10.890,10.900,10.900,10.900
2023-04-15,10.910,10.910,10.920,10.930
2023-04-16,10.930,10.930,10.940,10.950
2023-04-17,10.950,10.950,10.970,10.990
2023-04-18,10.990,10.990,11.030,11.070
2023-04-19,11.100,11.120,11.150,11.180
2023-04-20,11.200,11.230,11.250,11.270
2023-04-21,11.280,11.280,11.290,11.300
2023-04-22,11.320,11.330,11.330,11.330
2023-04-23,11.340,11.350,11.350,11.350
2023-04-24,11.370,11.370,11.380,11.380
2023-04-25,11.390,11.390,11.390,11.400
2023-04-26,11.410,11.410,11.420,11.420
2023-04-27,11.440,11.440,11.450,11.460
2023-04-28,11.470,11.470,11.480,11.480
2023-04-29,11.480,11.480,11.490,11.490
2023-04-30,11.500,11.500,11.500,11.500
