Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2024-07-01,9.180,9.150,9.110,9.100
2024-07-02,8.980,8.950,8.920,8.880
2024-07-03,8.770,8.750,8.730,8.650
2024-07-04,8.540,8.530,8.510,8.440
2024-07-05,8.350,8.320,8.300,8.280
2024-07-06,8.220,8.200,8.190,8.210
2024-07-07,8.200,8.200,8.200,8.200
2024-07-08,8.270,8.280,8.300,8.310
2024-07-09,8.360,8.370,8.370,8.400
2024-07-10,8.400,8.400,8.390,8.390
2024-07-11,8.360,8.350,8.350,8.330
2024-07-12,8.270,8.230,8.180,8.120
2024-07-13,8.040,7.960,7.920,7.850
2024-07-14,7.700,7.680,7.650,7.620
2024-07-15,7.520,7.480,7.450,7.420
2024-07-16,7.330,7.320,7.280,7.260
2024-07-17,7.240,7.250,7.250,7.240
2024-07-18,7.270,7.280,7.300,7.300
2024-07-19,7.380,7.380,7.390,7.420
2024-07-20,7.480,7.470,7.470,7.480
2024-07-21,7.500,7.500,7.500,7.500
2024-07-22,7.480,7.460,7.450,7.450
2024-07-23,7.390,7.380,7.350,7.300
2024-07-24,7.250,7.220,7.170,7.120
2024-07-25,6.980,6.940,6.920,6.850
2024-07-26,6.760,6.730,6.690,6.620
2024-07-27,6.550,6.520,6.480,6.410
2024-07-28,6.350,6.300,6.250,6.230
2024-07-29,6.170,6.130,6.080,6.040
2024-07-30,5.960,5.900,5.880,5.850
2024-07-31,5.770,5.750,5.730,5.700
