Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2025-09-01,6.780,6.780,6.760,6.760
2025-09-02,6.750,6.730,6.730,6.710
2025-09-03,6.670,6.660,6.650,6.650
2025-09-04,6.600,6.600,6.580,6.580
2025-09-05,6.530,6.530,6.520,6.500
2025-09-06,6.460,6.460,6.450,6.450
2025-09-07,6.480,6.490,6.510,6.530
2025-09-08,6.500,6.500,6.490,6.480
2025-09-09,6.450,6.440,6.420,6.420
2025-09-10,6.380,6.380,6.350,6.340
2025-09-11,6.320,6.320,6.320,6.320
2025-09-12,6.350,6.370,6.370,6.370
2025-09-13,6.380,6.390,6.390,6.370
2025-09-14,6.380,6.370,6.360,6.360
2025-09-15,6.450,6.430,6.440,6.460
2025-09-16,6.530,6.550,6.580,6.590
2025-09-17,6.630,6.640,6.680,6.670
2025-09-18,6.670,6.670,6.670,6.680
2025-09-19,6.650,6.650,6.630,6.630
2025-09-20,6.580,6.570,6.550,6.550
2025-09-21,6.490,6.470,6.450,6.420
2025-09-22,6.390,6.370,6.340,6.340
2025-09-23,6.280,6.260,6.240,6.220
2025-09-24,6.190,6.170,6.170,6.150
2025-09-25,6.110,6.100,6.100,6.090
2025-09-26,6.050,6.040,6.040,6.040
2025-09-27,6.020,5.980,5.980,5.980
2025-09-28,5.980,5.980,5.970,5.970
2025-09-29,6.020,6.020,6.050,6.070
2025-09-30,6.120,6.140,6.170,6.190
