Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2024-11-01,6.230,6.320,6.410,6.490
2024-11-02,6.850,6.900,6.970,7.260
2024-11-03,7.580,7.650,7.710,7.850
2024-11-04,8.030,8.090,8.140,8.200
2024-11-05,8.330,8.360,8.400,8.430
2024-11-06,8.480,8.480,8.490,8.520
2024-11-07,8.520,8.580,8.640,8.660
2024-11-08,8.480,8.470,8.460,8.450
2024-11-09,8.410,8.420,8.430,8.450
2024-11-10,8.280,8.260,8.250,8.230
2024-11-11,8.130,8.110,8.080,8.030
2024-11-12,7.930,7.900,7.880,7.850
2024-11-13,7.780,7.780,7.780,7.780
2024-11-14,7.780,7.800,7.850,7.870
2024-11-15,8.070,8.120,8.160,8.210
2024-11-16,8.380,8.410,8.450,8.510
2024-11-17,8.600,8.630,8.770,8.830
2024-11-18,8.900,8.850,8.830,8.800
2024-11-19,8.800,8.800,8.800,8.800
2024-11-20,8.790,8.810,8.810,8.820
2024-11-21,8.850,8.850,8.850,8.850
2024-11-22,8.870,8.870,8.870,8.870
2024-11-23,8.870,8.870,8.900,8.900
2024-11-24,8.920,8.930,8.950,8.960
2024-11-25,9.030,9.090,9.180,9.240
2024-11-26,9.470,9.550,9.620,9.750
2024-11-27,9.900,9.920,9.930,10.080
2024-11-28,10.240,10.260,10.310,10.330
2024-11-29,10.480,10.480,10.470,10.450
2024-11-30,10.510,10.520,10.520,10.530
