Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2021-05-01,1.630,1.610,1.550,1.510
2021-05-02,1.490,1.470,1.450,1.430
2021-05-03,1.390,1.380,1.370,1.400
2021-05-04,1.400,1.380,1.360,1.350
2021-05-05,1.330,1.330,1.320,1.320
2021-05-06,1.330,1.330,1.320,1.310
2021-05-07,1.480,1.430,1.380,1.370
2021-05-08,1.340,1.330,1.320,1.320
2021-05-09,1.330,1.320,1.310,1.300
2021-05-10,1.290,1.280,1.270,1.270
2021-05-11,1.260,1.250,1.250,1.250
2021-05-12,1.240,1.240,1.230,1.230
2021-05-13,1.230,1.230,1.220,1.220
2021-05-14,1.220,1.210,1.210,1.210
2021-05-15,1.320,1.300,1.270,1.280
2021-05-16,1.310,1.300,1.280,1.260
2021-05-17,1.260,1.250,1.240,1.230
2021-05-18,1.430,1.360,1.320,1.430
2021-05-19,1.360,1.340,1.310,1.300
2021-05-20,1.260,1.250,1.250,1.240
2021-05-21,1.230,1.220,1.220,1.220
2021-05-22,1.230,1.230,1.220,1.220
2021-05-23,1.230,0.000,1.260,1.270
2021-05-24,1.260,1.260,1.240,1.240
2021-05-25,1.350,1.320,1.280,1.270
2021-05-26,1.270,1.250,1.240,1.230
2021-05-27,1.210,1.200,1.200,1.190
2021-05-28,1.180,1.180,1.170,1.170
2021-05-29,1.160,1.160,1.160,1.150
2021-05-30,1.150,1.150,1.140,1.140
2021-05-31,1.150,1.150,1.150,1.170
