Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2020-03-01,1.380,1.360,1.340,1.550
2020-03-02,1.500,1.460,1.420,1.390
2020-03-03,1.330,1.320,1.300,1.290
2020-03-04,1.270,1.270,1.260,1.260
2020-03-05,1.260,1.250,1.250,1.240
2020-03-06,1.220,1.210,1.210,1.200
2020-03-07,1.180,1.180,1.170,1.170
2020-03-08,1.160,1.160,1.160,1.160
2020-03-09,1.160,1.160,1.160,1.300
2020-03-10,1.270,1.260,1.240,1.210
2020-03-11,1.280,1.530,2.000,1.880
2020-03-12,1.480,1.400,1.380,1.350
2020-03-13,1.360,1.320,1.290,1.280
2020-03-14,1.250,1.240,1.240,1.230
2020-03-15,1.200,1.200,1.200,1.200
2020-03-16,1.190,1.190,1.180,1.180
2020-03-17,2.360,0.000,0.000,0.000
2020-03-18,0.000,1.490,1.440,1.410
2020-03-19,1.420,1.390,1.360,1.360
2020-03-20,1.340,1.340,1.330,1.310
2020-03-21,1.280,1.280,1.270,1.260
2020-03-22,1.230,1.220,1.220,1.210
2020-03-23,1.200,1.200,1.190,1.190
2020-03-24,1.190,1.190,1.190,1.180
2020-03-25,1.180,1.180,1.170,1.170
2020-03-26,1.160,1.160,1.160,1.160
2020-03-27,1.160,1.160,1.160,1.160
2020-03-28,1.210,1.290,1.270,1.240
2020-03-29,1.290,1.250,1.220,1.210
2020-03-30,1.250,1.580,1.500,1.390
2020-03-31,1.260,1.260,1.240,1.240
