Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2020-11-01,0.910,0.910,0.910,0.910
2020-11-02,0.900,0.900,0.900,0.900
2020-11-03,0.900,0.900,0.900,0.900
2020-11-04,0.890,0.890,0.890,0.890
2020-11-05,0.890,0.890,0.890,0.890
2020-11-06,0.890,1.050,1.070,1.030
2020-11-07,0.940,0.910,0.900,0.900
2020-11-08,0.900,0.900,0.890,0.890
2020-11-09,0.890,0.890,0.890,0.890
2020-11-10,0.890,0.890,0.890,0.880
2020-11-11,0.880,0.000,1.120,0.000
2020-11-12,0.980,0.960,0.950,0.930
2020-11-13,0.930,0.930,0.920,0.920
2020-11-14,1.050,0.980,0.980,0.960
2020-11-15,0.930,1.110,1.060,1.030
2020-11-16,1.030,1.060,1.030,0.000
2020-11-17,1.080,1.070,1.060,1.040
2020-11-18,1.030,1.090,1.050,1.030
2020-11-19,1.250,1.230,1.220,1.160
2020-11-20,1.140,1.140,1.130,1.090
2020-11-21,1.130,1.120,1.090,1.070
2020-11-22,1.030,1.020,1.070,1.150
2020-11-23,1.000,1.060,1.040,1.030
2020-11-24,1.000,0.980,0.980,0.970
2020-11-25,0.950,0.950,0.950,0.940
2020-11-26,0.930,0.930,0.930,0.930
2020-11-27,0.920,0.920,0.920,0.920
2020-11-28,0.920,0.920,0.920,0.910
2020-11-29,0.910,0.910,0.910,0.910
2020-11-30,1.020,1.000,0.970,0.960
