Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2020-04-01,1.340,1.330,1.320,1.320
2020-04-02,1.420,1.360,1.330,1.310
2020-04-03,1.250,1.230,1.210,1.210
2020-04-04,1.190,1.180,1.170,1.170
2020-04-05,1.160,1.150,1.150,1.150
2020-04-06,1.370,1.400,1.470,1.390
2020-04-07,1.510,1.450,1.490,1.340
2020-04-08,1.490,1.440,1.390,1.490
2020-04-09,1.540,1.480,1.420,1.380
2020-04-10,1.360,1.350,1.350,1.330
2020-04-11,1.860,1.900,1.650,1.540
2020-04-12,1.530,1.490,1.450,1.410
2020-04-13,1.400,1.710,1.900,2.170
2020-04-14,1.640,1.550,1.500,1.470
2020-04-15,1.630,1.500,1.440,1.410
2020-04-16,1.360,1.330,1.320,1.320
2020-04-17,1.430,1.400,1.370,1.380
2020-04-18,1.550,1.490,1.450,1.430
2020-04-19,1.360,1.350,1.330,1.320
2020-04-20,1.300,1.280,1.280,1.280
2020-04-21,1.270,1.270,1.260,1.250
2020-04-22,1.230,1.230,1.220,1.220
2020-04-23,1.200,1.200,1.190,1.190
2020-04-24,1.190,1.190,1.180,1.180
2020-04-25,1.180,1.180,1.180,1.210
2020-04-26,1.620,1.600,1.530,1.450
2020-04-27,1.410,1.380,1.330,1.330
2020-04-28,1.300,1.280,1.270,1.270
2020-04-29,1.240,1.210,1.210,1.210
2020-04-30,1.200,1.200,1.200,1.190
