Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2021-04-01,1.940,1.860,1.790,1.750
2021-04-02,1.780,1.720,1.670,1.630
2021-04-03,1.650,1.650,1.670,2.100
2021-04-04,2.010,1.870,1.790,1.770
2021-04-05,1.660,1.630,1.590,1.650
2021-04-06,1.800,1.750,1.720,2.000
2021-04-07,1.860,1.800,1.730,1.750
2021-04-08,1.660,1.630,1.610,1.580
2021-04-09,1.540,1.530,1.520,1.520
2021-04-10,1.590,1.580,1.550,1.610
2021-04-11,1.550,1.520,1.490,1.480
2021-04-12,1.470,1.450,1.440,1.430
2021-04-13,1.500,1.480,1.470,1.480
2021-04-14,1.450,1.440,1.430,1.450
2021-04-15,1.390,1.390,1.380,1.380
2021-04-16,1.370,1.370,1.370,1.480
2021-04-17,1.430,1.410,1.370,1.370
2021-04-18,1.400,1.380,1.360,1.350
2021-04-19,1.390,1.380,1.370,1.400
2021-04-20,1.380,1.370,1.350,1.350
2021-04-21,1.340,1.340,1.320,1.310
2021-04-22,1.300,1.300,1.290,1.290
2021-04-23,1.280,1.280,1.280,1.280
2021-04-24,1.510,1.760,1.650,1.500
2021-04-25,1.360,1.340,1.330,1.310
2021-04-26,1.290,1.290,1.290,1.330
2021-04-27,1.350,1.370,1.350,1.330
2021-04-28,1.530,1.500,1.500,1.900
2021-04-29,1.510,1.480,1.450,1.480
2021-04-30,1.780,1.650,1.570,1.640
