Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2023-04-01,10.600,10.600,10.700,10.700
2023-04-02,10.700,10.600,10.500,10.500
2023-04-03,10.200,10.200,10.100,10.100
2023-04-04,10.700,10.800,10.500,10.400
2023-04-05,10.200,10.100,10.100,10.000
2023-04-06,10.100,10.200,10.200,10.400
2023-04-07,10.700,10.800,10.800,10.800
2023-04-08,10.500,10.500,10.300,10.300
2023-04-09,10.400,10.400,10.300,10.300
2023-04-10,10.100,10.100,10.000,10.000
2023-04-11,9.900,9.900,9.850,10.000
2023-04-12,10.400,10.400,10.200,10.200
2023-04-13,9.900,9.900,10.000,10.000
2023-04-14,9.900,9.900,9.850,9.850
2023-04-15,9.800,9.800,9.700,9.700
2023-04-16,9.900,9.900,9.800,9.800
2023-04-17,9.700,9.800,9.800,9.800
2023-04-18,9.800,9.700,9.500,9.500
2023-04-19,9.300,9.300,9.500,9.500
2023-04-20,10.200,10.400,10.500,10.500
2023-04-21,10.200,10.100,10.100,10.000
2023-04-22,10.000,10.000,10.000,9.900
2023-04-23,10.100,10.100,10.000,10.000
2023-04-24,9.700,9.700,9.500,9.500
2023-04-25,9.500,9.500,9.300,9.300
2023-04-26,9.100,9.100,9.000,9.000
2023-04-27,9.000,9.000,9.000,9.000
2023-04-28,9.500,9.400,9.400,9.300
2023-04-29,9.400,9.450,9.450,9.400
2023-04-30,9.500,9.500,9.400,9.400
