Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2023-03-01,10.100,10.100,10.000,10.000
2023-03-02,9.950,9.900,9.900,10.100
2023-03-03,10.100,10.100,10.200,10.200
2023-03-04,10.400,10.300,10.300,10.100
2023-03-05,10.400,10.200,10.200,10.300
2023-03-06,10.600,10.500,10.400,10.400
2023-03-07,10.100,10.200,10.200,10.300
2023-03-08,10.500,10.400,10.300,10.300
2023-03-09,10.200,10.200,10.100,10.100
2023-03-10,10.000,10.000,10.100,10.100
2023-03-11,10.200,10.200,10.450,10.500
2023-03-12,10.300,10.400,10.300,10.200
2023-03-13,10.100,10.100,10.200,10.200
2023-03-14,11.800,12.000,12.000,11.800
2023-03-15,10.800,11.000,11.000,11.200
2023-03-16,10.800,10.800,10.700,10.700
2023-03-17,10.500,10.500,10.000,9.900
2023-03-18,10.000,10.000,9.950,9.900
2023-03-19,10.000,10.100,10.100,10.100
2023-03-20,10.500,10.500,10.400,10.400
2023-03-21,10.300,10.300,10.200,10.200
2023-03-22,10.200,10.100,10.100,10.000
2023-03-23,10.300,10.300,10.400,10.400
2023-03-24,10.800,11.000,11.200,11.200
2023-03-25,11.000,11.000,10.900,10.900
2023-03-26,10.900,10.900,11.000,11.000
2023-03-27,11.100,11.100,11.000,11.000
2023-03-28,10.900,10.900,10.800,10.800
2023-03-29,10.800,10.800,10.700,10.700
2023-03-30,10.850,10.800,10.700,10.600
2023-03-31,10.800,10.800,10.600,10.600
