Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2024-11-01,5.160,5.390,5.760,6.240
2024-11-02,6.760,6.780,6.800,6.860
2024-11-03,6.800,6.690,6.580,6.460
2024-11-04,6.180,6.170,6.140,6.030
2024-11-05,5.710,5.640,5.580,5.450
2024-11-06,5.280,5.230,5.180,5.090
2024-11-07,4.960,4.940,4.910,4.900
2024-11-08,5.090,5.190,5.280,5.560
2024-11-09,5.810,5.780,5.740,5.720
2024-11-10,5.690,5.650,5.600,5.530
2024-11-11,5.340,5.300,5.260,5.200
2024-11-12,5.110,5.090,5.050,4.990
2024-11-13,4.880,4.840,4.800,4.760
2024-11-14,4.660,4.660,4.650,4.650
2024-11-15,4.620,4.600,4.580,4.560
2024-11-16,4.510,4.510,4.510,4.510
2024-11-17,4.510,4.510,4.520,4.520
2024-11-18,4.560,4.590,4.620,4.700
2024-11-19,4.990,5.100,5.200,5.340
2024-11-20,5.460,5.460,5.460,5.430
2024-11-21,5.370,5.370,5.370,5.450
2024-11-22,5.610,5.670,5.730,5.810
2024-11-23,5.900,5.920,5.940,5.940
2024-11-24,5.940,5.940,5.950,5.970
2024-11-25,5.990,5.990,5.980,5.960
2024-11-26,5.950,5.960,5.970,5.990
2024-11-27,6.040,6.060,6.090,6.120
2024-11-28,6.150,6.150,6.150,6.150
2024-11-29,6.120,6.100,6.090,6.070
2024-11-30,6.020,6.030,6.050,6.050
