Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2025-08-01,9.650,9.600,9.560,9.470
2025-08-02,9.360,9.340,9.300,9.260
2025-08-03,9.120,9.080,9.010,8.940
2025-08-04,8.780,8.750,8.710,8.660
2025-08-05,8.540,8.480,8.420,8.400
2025-08-06,8.340,8.340,8.340,8.390
2025-08-07,8.490,8.520,8.560,8.660
2025-08-08,8.800,8.830,8.860,8.890
2025-08-09,8.870,8.840,8.800,8.710
2025-08-10,8.600,8.540,8.460,8.340
2025-08-11,8.190,8.150,8.100,8.020
2025-08-12,7.890,7.870,7.830,7.790
2025-08-13,7.770,7.780,7.780,7.800
2025-08-14,7.820,7.830,7.860,7.890
2025-08-15,7.990,8.020,8.090,8.160
2025-08-16,8.270,8.280,8.310,8.330
2025-08-17,8.310,8.310,8.300,8.300
2025-08-18,8.290,8.300,8.330,8.350
2025-08-19,8.380,8.390,8.410,8.430
2025-08-20,8.460,8.460,8.460,8.450
2025-08-21,8.440,8.310,8.280,8.230
2025-08-22,8.130,8.130,8.130,8.130
2025-08-23,8.190,8.200,8.210,8.210
2025-08-24,8.130,8.100,8.070,8.030
2025-08-25,7.920,7.900,7.880,7.850
2025-08-26,7.780,7.770,7.740,7.710
2025-08-27,7.630,7.610,7.580,7.560
2025-08-28,7.510,7.490,7.490,7.490
2025-08-29,7.530,7.560,7.600,7.640
2025-08-30,7.780,7.880,7.990,8.130
2025-08-31,8.390,8.420,8.450,8.480
