Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2023-12-01,7.570,7.600,7.610,7.630
2023-12-02,7.700,7.750,7.780,7.910
2023-12-03,8.780,8.250,8.310,8.340
2023-12-04,8.380,8.370,8.350,8.300
2023-12-05,8.210,8.190,8.160,8.110
2023-12-06,8.070,8.070,8.060,8.020
2023-12-07,7.930,7.940,7.910,7.860
2023-12-08,7.770,7.770,7.750,7.720
2023-12-09,7.700,7.700,7.720,7.760
2023-12-10,7.840,7.840,7.860,7.890
2023-12-11,7.910,7.910,7.910,7.900
2023-12-12,7.880,7.880,7.870,7.880
2023-12-13,7.880,7.880,7.870,7.880
2023-12-14,7.980,7.990,8.050,8.220
2023-12-15,8.330,8.350,8.400,8.450
2023-12-16,8.470,8.470,8.470,8.410
2023-12-17,8.350,8.340,8.320,8.310
2023-12-18,8.320,8.330,8.340,8.340
2023-12-19,8.330,8.330,8.330,8.340
2023-12-20,8.360,8.370,8.400,8.460
2023-12-21,8.680,8.700,8.810,8.900
2023-12-22,9.100,9.110,9.120,9.120
2023-12-23,8.940,8.950,8.970,8.800
2023-12-24,8.670,8.620,8.570,8.500
2023-12-25,8.380,8.360,8.320,8.300
2023-12-26,8.260,8.250,8.250,8.270
2023-12-27,8.380,8.410,8.460,8.550
2023-12-28,8.690,8.700,8.710,8.760
2023-12-29,8.770,8.770,8.770,8.780
2023-12-30,8.800,8.810,8.830,8.850
2023-12-31,8.880,8.870,8.840,8.800
