Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2025-02-01,4.980,5.030,5.080,5.130
2025-02-02,5.160,5.160,5.140,5.120
2025-02-03,5.100,5.100,5.120,5.160
2025-02-04,5.260,5.290,5.320,5.390
2025-02-05,5.420,5.420,5.430,5.450
2025-02-06,5.490,5.510,5.540,5.580
2025-02-07,5.600,5.600,5.580,5.510
2025-02-08,5.360,5.310,5.260,5.180
2025-02-09,5.060,5.050,5.040,5.050
2025-02-10,5.090,5.090,5.110,5.200
2025-02-11,5.480,5.600,5.770,5.920
2025-02-12,6.060,6.060,6.080,6.060
2025-02-13,6.010,5.990,5.960,5.910
2025-02-14,5.800,5.790,5.770,5.810
2025-02-15,5.990,6.050,6.150,6.250
2025-02-16,6.290,6.270,6.230,6.260
2025-02-17,6.010,6.010,5.980,5.940
2025-02-18,5.990,6.060,6.150,6.260
2025-02-19,6.480,6.500,6.540,6.560
2025-02-20,6.520,6.520,6.520,6.560
2025-02-21,6.770,6.820,6.900,6.960
2025-02-22,7.150,7.160,7.190,7.220
2025-02-23,7.380,7.410,7.450,7.500
2025-02-24,7.580,7.590,7.610,7.640
2025-02-25,7.830,7.880,7.950,8.140
2025-02-26,8.380,8.420,8.500,8.560
2025-02-27,8.680,8.680,8.710,8.730
2025-02-28,8.750,8.750,8.750,8.800
