Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2024-10-01,4.490,4.460,4.420,4.370
2024-10-02,4.290,4.270,4.230,4.200
2024-10-03,4.180,4.180,4.180,4.170
2024-10-04,4.180,4.180,4.190,4.200
2024-10-05,4.220,4.220,4.220,4.230
2024-10-06,4.210,4.210,4.210,4.220
2024-10-07,4.230,4.230,4.240,4.250
2024-10-08,4.280,4.290,4.300,4.340
2024-10-09,4.390,4.390,4.410,4.410
2024-10-10,4.380,4.380,4.370,4.370
2024-10-11,4.350,4.350,4.350,4.330
2024-10-12,4.290,4.280,4.270,4.260
2024-10-13,4.240,4.240,4.230,4.220
2024-10-14,4.200,4.200,4.200,4.200
2024-10-15,4.230,4.240,4.250,4.270
2024-10-16,4.310,4.330,4.360,4.400
2024-10-17,4.460,4.470,4.500,4.520
2024-10-18,4.550,4.550,4.540,4.540
2024-10-19,4.550,4.560,4.590,4.620
2024-10-20,4.650,4.650,4.670,4.670
2024-10-21,4.600,4.580,4.530,4.460
2024-10-22,4.360,4.320,4.270,4.220
2024-10-23,4.150,4.140,4.130,4.080
2024-10-24,4.060,4.040,4.020,3.990
2024-10-25,3.970,3.970,3.950,3.930
2024-10-26,3.900,3.900,3.890,3.890
2024-10-27,3.910,3.920,3.950,3.980
2024-10-28,4.030,4.050,4.080,4.140
2024-10-29,4.290,4.320,4.390,4.450
2024-10-30,4.570,4.580,4.610,4.660
2024-10-31,4.690,4.690,4.710,4.730
