Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2017-05-01,31.4,21.6,82.9,10.5
2017-05-02,32,22.2,85.3,0.0
2017-05-03,29.5,22.6,93.2,22.0
2017-05-04,29.8,22.6,89.5,2.7
2017-05-05,30.4,22.6,87.6,37.9
2017-05-06,27.2,22,92.1,0.7
2017-05-07,31.2,22.4,84.1,0.0
2017-05-08,32.5,22,83.6,0.8
2017-05-09,31.5,22.4,83.4,0.0
2017-05-10,26.6,22.6,95.1,7.4
2017-05-11,33,21.8,83.0,0.0
2017-05-12,33.7,22.6,82.5,54.6
2017-05-13,32,21.8,85.3,3.4
2017-05-14,28,21.8,90.8,11.2
2017-05-15,30.4,21,86.5,0.0
2017-05-16,33.2,22.6,82.5,8.3
2017-05-17,28,22.8,94.1,1.0
2017-05-18,32.2,20.6,86.8,0.0
2017-05-19,31,20.8,86.9,0.0
2017-05-20,29,22,91.5,3.5
2017-05-21,30.7,22.2,87.2,0.0
2017-05-22,26.4,22.2,92.7,16.2
2017-05-23,31.2,20.7,86.3,1.2
2017-05-24,28.4,22,90.9,47.3
2017-05-25,27.4,21.2,92.7,37.2
2017-05-26,27.2,22.2,92.5,1.2
2017-05-27,30.5,22.4,92.2,4.9
2017-05-28,29.5,21,89.5,2.0
2017-05-29,32.5,21.4,85.4,0.0
2017-05-30,31,21.5,84.9,2.5
2017-05-31,30.6,21.6,85.1,0.0
2017-06-01,31.4,22.4,86.7,0.0
