Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2023-05-01,S/D,S/D,S/D,S/D
2023-05-03,S/D,S/D,S/D,S/D
2023-05-04,S/D,S/D,S/D,S/D
2023-05-05,S/D,S/D,S/D,S/D
2023-05-06,S/D,S/D,S/D,S/D
2023-05-08,S/D,S/D,S/D,S/D
2023-05-09,S/D,S/D,S/D,S/D
2023-05-10,S/D,S/D,S/D,S/D
2023-05-11,S/D,S/D,S/D,S/D
2023-05-13,S/D,S/D,S/D,S/D
2023-05-14,S/D,S/D,S/D,S/D
2023-05-15,S/D,S/D,S/D,S/D
2023-05-16,S/D,S/D,S/D,S/D
2023-05-17,S/D,S/D,S/D,S/D
2023-05-18,S/D,S/D,S/D,S/D
2023-05-19,S/D,S/D,S/D,S/D
2023-05-21,S/D,S/D,S/D,S/D
2023-05-22,S/D,S/D,S/D,S/D
2023-05-23,S/D,S/D,S/D,S/D
2023-05-24,S/D,S/D,S/D,S/D
2023-05-25,S/D,S/D,S/D,S/D
2023-05-30,S/D,S/D,S/D,S/D
2023-05-31,S/D,S/D,S/D,S/D
2023-06-01,S/D,S/D,S/D,S/D
