Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2024-09-01,34,18.8,83.2,8.5
2024-09-02,33.6,18.4,84.6,0.0
2024-09-03,34,18.8,79.0,0.0
2024-09-04,34.5,18,79.4,0.0
2024-09-05,33.7,18.4,82.4,16.5
2024-09-06,30,19.6,84.9,0.0
2024-09-07,34.7,18.8,81.4,0.0
2024-09-08,32.5,19,84.6,0.0
2024-09-09,30,20,89.6,0.0
2024-09-10,34,19.6,82.0,0.0
2024-09-11,35.5,18.8,77.5,0.0
2024-09-12,36,19.2,78.3,0.0
2024-09-13,36.5,19.2,73.3,0.0
2024-09-14,36.7,19.2,75.0,0.0
2024-09-15,33.5,19.4,82.6,0.0
2024-09-16,30.5,19.6,87.7,10.4
2024-09-17,31.5,18.8,82.4,0.0
2024-09-18,34.8,20,77.1,0.0
2024-09-19,35.6,18.6,76.9,0.8
2024-09-20,32.5,19.2,83.8,17.5
2024-09-21,30.2,19.8,86.3,0.0
2024-09-22,35,20,79.6,0.0
2024-09-23,36.2,18.8,70.9,0.0
2024-09-24,35.2,18.6,80.5,5.5
2024-09-25,36.5,18.8,74.7,0.0
2024-09-26,36,19.4,78.9,0.0
2024-09-27,28,19.8,91.0,1.8
2024-09-28,27.6,19.6,81.6,0.3
2024-09-29,33.5,19.2,79.7,2.0
2024-09-30,29.5,20,89.3,0.7
2024-10-01,35.5,19.5,75.1,0.0
