Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2021-01-01,21.2,16.6,94.9,20.1
2021-01-02,24,17,96.1,16.0
2021-01-03,26,17,95.4,2.4
2021-01-04,24.5,16.5,93.7,0.0
2021-01-05,27,15,92.7,0.0
2021-01-06,29.5,13.5,91.3,4.7
2021-01-07,19.6,14.6,95.9,1.0
2021-01-08,22.6,15,94.3,0.0
2021-01-09,22.8,16.2,94.5,9.4
2021-01-10,26,16,95.0,10.6
2021-01-11,25,16,95.0,0.8
2021-01-12,24.5,16.1,96.0,23.9
2021-01-13,24.6,16,95.4,6.4
2021-01-14,22,17,95.5,4.5
2021-01-15,25,16.5,95.2,1.9
2021-01-16,28,16.5,94.4,0.5
2021-01-17,28.5,16.5,92.5,9.2
2021-01-18,26,17,95.5,3.8
2021-01-19,21,15.5,94.2,2.7
2021-01-20,21.5,16.5,96.5,5.9
2021-01-21,22.8,16,96.6,3.3
2021-01-22,24.5,16.1,96.3,2.4
2021-01-23,22.7,15.6,94.0,0.3
2021-01-24,25.5,15.5,95.6,2.4
2021-01-25,25.5,15.7,95.4,10.2
2021-01-26,26.5,16,94.3,25.3
2021-01-27,20.5,17,96.2,8.2
2021-01-28,25,16.5,95.5,1.0
2021-01-29,28.5,15.2,94.5,3.5
2021-01-30,26.5,17,94.5,13.3
2021-01-31,25,15,95.0,0.0
2021-02-01,25.1,15.6,94.2,0.0
