Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2024-08-01,26,16.5,88.9,0.0
2024-08-02,28.5,16,88.0,0.0
2024-08-03,29,15.5,90.2,0.0
2024-08-04,30,15,86.3,0.0
2024-08-05,25,16.5,91.3,3.6
2024-08-06,25.7,16,91.8,0.0
2024-08-07,29.5,17,90.7,0.0
2024-08-08,29.2,17.5,90.4,0.0
2024-08-09,28,16.5,90.3,0.0
2024-08-10,24.5,16.6,90.1,0.0
2024-08-11,26.6,16,91.4,2.0
2024-08-12,26.5,15,89.7,2.5
2024-08-13,25.5,15,91.3,0.0
2024-08-14,26.5,14.5,89.3,0.0
2024-08-15,27.5,15,88.9,0.0
2024-08-16,25.2,15.5,91.9,0.0
2024-08-17,27.2,15.1,91.8,0.0
2024-08-18,25.5,16,89.1,0.0
2024-08-19,25,15,92.8,0.0
2024-08-20,27,16.5,90.0,0.0
2024-08-21,27,17,91.0,0.0
2024-08-22,29.5,17,89.2,0.0
2024-08-23,29.5,16.5,86.9,0.0
2024-08-24,28.5,17,89.9,6.4
2024-08-25,27.5,16,91.6,7.5
2024-08-26,27.5,15.5,93.2,0.0
2024-08-27,26.8,17,91.7,0.0
2024-08-28,26,15,90.0,0.0
2024-08-29,28.5,16,91.1,0.0
2024-08-30,27,17,89.2,0.0
2024-08-31,29,17.5,87.6,0.0
2024-09-01,27.2,17,90.1,0.0
