Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2023-08-01,27,14.5,93.2,0.0
2023-08-02,27.5,15.5,93.2,0.0
2023-08-03,26,15.6,95.3,0.0
2023-08-04,27,15.5,93.3,0.0
2023-08-05,26,15.5,97.3,0.0
2023-08-06,28,15.5,91.7,0.0
2023-08-07,27.6,16.5,92.9,17.5
2023-08-08,28,15.5,92.0,3.5
2023-08-09,27.6,15.5,88.8,0.0
2023-08-10,27.7,16,93.7,0.0
2023-08-11,27.5,14.5,91.0,0.0
2023-08-12,25,15.5,95.8,4.2
2023-08-13,23.5,17,95.8,2.3
2023-08-14,21,17,96.2,21.8
2023-08-15,25.5,17,95.1,2.9
2023-08-16,25.5,16.5,94.0,0.0
2023-08-17,27.5,16,91.3,0.0
2023-08-18,30.5,16.5,93.5,0.0
2023-08-19,32,16,90.0,0.0
2023-08-20,32,16,91.8,0.0
2023-08-21,32,16.1,94.5,0.0
2023-08-22,28,15.8,94.4,0.0
2023-08-23,29,16,89.8,0.0
2023-08-24,28.5,15.5,92.6,0.0
2023-08-25,30,15.6,92.9,0.7
2023-08-26,28,15.5,90.7,0.0
2023-08-27,28,15.6,90.5,0.0
2023-08-28,26,15.5,93.5,7.2
2023-08-29,29,16.8,90.0,6.0
2023-08-30,27.5,16,91.6,0.0
2023-08-31,30,15.8,89.5,0.0
2023-09-01,27.5,16,91.2,1.3
